headline,date,doc_type,material_type,snippet,keywords
Quotation of the Day: Euphoria and Sorrow as Nursing Homes Reopen a Year Later,2021-04-01,article,https://www.nytimes.com/2021/03/31/todayspaper/quotation-of-the-day-euphoria-and-sorrow-as-nursing-homes-reopen-a-year-later.html,"Quotation of the Day for Thursday, April 1, 2021.",[]
"Ray LaHood, Obama’s transportation secretary, failed to disclose a $50,000 check from an associate of a Lebanese-Nigerian billionaire.",2021-04-01,article,https://www.nytimes.com/2021/03/31/us/ray-lahood-billionaire-check.html,"Mr. LaHood did not disclose the check on two government ethics forms, federal prosecutors said.","['Ethics and Official Misconduct', 'Fines (Penalties)']"
Hong Kong Court Convicts Democracy Leaders Over Protest March,2021-04-01,article,https://www.nytimes.com/2021/03/31/world/asia/hong-kong-democracy-protest.html,"The defendants, including the media tycoon Jimmy Lai and the barristers Martin Lee and Margaret Ng, were some of the city’s most prominent activists.","['Hong Kong Protests (2019)', 'Politics and Government', 'Freedom of Speech and Expression', 'Freedom of Assembly', 'Political Prisoners']"
A 9-Year-Old Boy Is Among 4 Killed in Southern California Shooting,2021-04-01,article,https://www.nytimes.com/2021/03/31/us/shooting-orange-california.html,"The authorities said the boy died in the arms of a woman, believed to be his mother, who was trying to protect him. The woman was wounded and hospitalized.","['Mass Shootings', 'Murders, Attempted Murders and Homicides']"
Tiger Woods Update: Sheriff Says Crash Investigation Is Done,2021-04-01,article,https://www.nytimes.com/2021/03/31/sports/golf/tiger-woods-crash-investigation.html,"Alex Villanueva, the sheriff of Los Angeles County, said that the authorities would need Woods’s permission to release the results of the investigation.","['Traffic Accidents and Safety', 'Golf']"
What You Need to Know About Your Vaccine Card,2021-04-01,article,https://www.nytimes.com/article/covid-vaccine-card.html,"For now, the best way to show that you’ve been inoculated against the coronavirus is a simple white card. Here, your key questions answered.","['Content Type: Service', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Vaccination Proof and Immunization Records']"
Twelve hours of baseball await.,2021-04-01,article,https://www.nytimes.com/2021/04/01/sports/baseball/opening-day-schedule.html,"Of four games being broadcast nationally on ESPN, the most interesting will probably be the Astros’ road opener at Oakland.",[]
The Sabres’ Losing Streak Ends at 18,2021-04-01,article,https://www.nytimes.com/2021/04/01/sports/hockey/sabres-losing-streak-ends.html,"Buffalo had been on a dry spell, going 0-15-3 since late February, before beating Philadelphia on Wednesday.","['Hockey, Ice']"
Women Are Calling Out ‘Rape Culture’ in U.K. Schools,2021-04-01,article,https://www.nytimes.com/2021/04/01/world/europe/schools-uk-rape-culture.html,Thousands of anonymous online accounts have shined a spotlight on sexual violence against young women and girls.,"['Women and Girls', 'Sexual Harassment', 'Sex Crimes', 'Child Abuse and Neglect', 'Private and Sectarian Schools', 'Colleges and Universities', 'Education (K-12)', 'Social Media']"
Your Thursday Briefing,2021-04-01,article,https://www.nytimes.com/2021/04/01/briefing/sexual-violence-coronavirus-yemen.html,‘Rape culture’ in U.K. schools.,[]
‘Here We Go Baby’: Francisco Lindor Truly Commits to the Mets,2021-04-01,article,https://www.nytimes.com/2021/04/01/sports/baseball/francisco-lindor-mets-extension.html,"The superstar shortstop will stay in Queens through 2031 thanks to a 10-year, $341 million contract extension.",['Baseball']
Boris Johnson’s Government Is Built on Cruelty,2021-04-01,article,https://www.nytimes.com/2021/04/01/opinion/uk-immigration-boris-johnson.html,"Determined to make good on the nativist promise of Brexit, it has embraced anti-migrant authoritarianism.","['Great Britain Withdrawal from EU (Brexit)', 'Immigration and Emigration', 'Asylum, Right of', 'Immigration Detention', 'Refugees and Displaced Persons']"
New York Will End Long-Term Solitary Confinement in Prisons and Jails,2021-04-01,article,https://www.nytimes.com/2021/04/01/nyregion/solitary-confinement-restricted.html,Isolation for more than 15 consecutive days will be barred in prisons and jails starting next March after years of efforts to restrict the practice.,"['Solitary Confinement', 'Prisons and Prisoners', 'Prison Guards and Corrections Officers', 'Law and Legislation', 'Mental Health and Disorders']"
Word of the Day: jeopardy,2021-04-01,article,https://www.nytimes.com/2021/04/01/learning/word-of-the-day-jeopardy.html,This word has appeared in 342 articles on NYTimes.com in the past year. Can you use it in a sentence?,[]
Biden Says He Would Support Moving All-Star Game Over Georgia Voting Law,2021-04-01,article,https://www.nytimes.com/2021/04/01/us/politics/biden-espn-baseball-georgia.html,"In an interview on ESPN, President Biden discussed the restrictions passed by the state’s Republicans last week and encouraged baseball fans to abide by social-distancing protocols.","['Baseball', 'Stadiums and Arenas', 'Law and Legislation', 'Voting and Voters', 'Coronavirus (2019-nCoV)', 'Disease Rates', 'United States Politics and Government']"
"Laura Wasser, She Who Will Cleave the Union of Kim and Kanye",2021-04-01,article,https://www.nytimes.com/2021/04/01/style/laura-wasser-kim-kardashian-divorce.html,A Hollywood divorce lawyer with lots of practice.,"['Divorce, Separations and Annulments', 'Content Type: Personal Profile', 'Celebrities']"
"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in April",2021-04-01,article,https://www.nytimes.com/2021/04/01/arts/television/the-best-movies-and-tv-shows-new-to-netflix-amazon-and-stan-in-australia-in-april.html,"Our streaming picks for April, including ‘Concrete Cowboy,’ ‘Made for Love’ and ‘Them’","['Television', 'Movies']"
"Weekly Health Quiz: An Australian Mystery, Covid and the Teenage Brain",2021-04-01,multimedia,https://www.nytimes.com/interactive/2021/04/01/well/live/01healthquiz-04012021.html,Test your knowledge of this week’s health news.,"['Height (Stature)', 'Ears and Hearing', 'Drug Abuse and Traffic', 'Medicine and Health', 'Exercise', 'Memory', ""Alzheimer's Disease"", 'Infections', 'Marijuana', 'Teenagers and Adolescence', 'Coronavirus (2019-nCoV)', 'Opossums', 'ALLERGIES', 'Masks', 'Human Growth Hormone']"
It Takes Gumption to Work on a Novel For 10 Years. Ask Angeline Boulley.,2021-04-01,article,https://www.nytimes.com/2021/04/01/books/review/firekeepers-daughter-angeline-boulley.html,"“Firekeeper’s Daughter” is a runaway success, but the years leading to its publication consisted of a long series of quiet mornings.","['Books and Literature', 'Content Type: Personal Profile', 'Indian-Americans']"
Poem: If I Should Come Upon Your House Lonely in the West Texas Desert,2021-04-01,article,https://www.nytimes.com/2021/04/01/magazine/poem-texas.html,"Natalie Diaz can be fiercely political, but, oh, my, can she also remind us to love.","['Poetry and Poets', 'Love (Emotion)', 'Coronavirus (2019-nCoV)']"
"A Novel of the City, Alive to Its Hidden Connections",2021-04-01,article,https://www.nytimes.com/2021/04/01/books/review/ghosts-of-the-city-jim-lewis.html,"In “Ghosts of New York,” Jim Lewis introduces four characters and follows their intersecting paths.",['Books and Literature']
April Fools’,2021-04-01,article,https://www.nytimes.com/2021/04/01/learning/april-fools.html,What story or memory does this day inspire for you?,[]
Judge John Hodgman on Running Out of Underwear,2021-04-01,article,https://www.nytimes.com/2021/04/01/magazine/judge-john-hodgman-underwear.html,A married couple’s contention over a broken washer.,['Comedy and Humor']
"Dogs Can Have a Little Charcuterie, as a Treat",2021-04-01,article,https://www.nytimes.com/2021/04/01/style/barkuterie-boards-dog-treats.html,“Barkuterie” boards are a new way to spoil your beloved pets.,"['Dogs', 'Pet Foods']"
Elizabeth Acevedo Understands That ‘People Read Like They Eat’,2021-04-01,article,https://www.nytimes.com/2021/04/01/books/review/elizabeth-acevedo-by-the-book-interview.html,"“Sometimes we want comfort, sometimes we want to work to crack something open.”","['Books and Literature', 'Writing and Writers', 'Content Type: Personal Profile']"
"Two Humans, Two Dogs and a Two-Bedroom in Brooklyn for Under $1.5 Million. Which Home Would You Choose?",2021-04-01,multimedia,https://www.nytimes.com/interactive/2021/04/01/realestate/01hunt-sonido.html,"For their first New York purchase, a couple scoured their beloved Williamsburg neighborhood for a quiet place with good light and more space for their growing household. Here’s what they found.","['Real Estate and Housing (Residential)', 'Quarantine (Life and Culture)', 'Content Type: Personal Profile']"
An Asian American Poet on Refusing to Take Up ‘Apologetic Space’,2021-04-01,article,https://www.nytimes.com/2021/04/01/opinion/sway-kara-swisher-cathy-park-hong.html,"The writer and poet Cathy Park Hong discusses Asian outrage and why she’s seeking power, not assimilation.","['Discrimination', 'Asian-Americans', 'Atlanta Spa Shootings (2021)']"
Lesson of the Day: ‘Rich Countries Signed Away a Chance to Vaccinate the World’,2021-04-01,article,https://www.nytimes.com/2021/04/01/learning/lesson-of-the-day-rich-countries-signed-away-a-chance-to-vaccinate-the-world.html,"In this his lesson, students will learn about the stark inequalities in vaccine access across the globe, then consider what the United States should do to close the gap.",[]
Are You Shopping for Obamacare? Tell Us About It.,2021-04-01,article,https://www.nytimes.com/2021/04/01/upshot/enroll-in-aca.html,We want to hear from people who enrolled for health insurance about their experiences signing up.,"['Patient Protection and Affordable Care Act (2010)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)']"
"Black Friendship, Broadcast",2021-04-01,article,https://www.nytimes.com/2021/04/01/style/oknowlisten-sylvia-obell-scottie-beam.html,"The hosts of the “OK Now Listen” podcast want to reflect the best parts of chatting with your buds. “I have a tribe of women that hold me down,” Deanii Scott said.","['Black People', 'Blacks', 'Podcasts', 'Content Type: Personal Profile', 'Women and Girls']"
"The Push to Vaccinate 20,000 Holocaust Survivors in New York",2021-04-01,article,https://www.nytimes.com/2021/04/01/nyregion/holocaust-survivor-vaccination.html,"One survivor who got her vaccine, Eva Rose, 96, said the last year has been “lousy,” but added: “I am still here, thank God.”","['Holocaust and the Nazi Era', 'Jews and Judaism', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)']"
Cynthia Ozick Calls the New Philip Roth Biography a ‘Narrative Masterwork’,2021-04-01,article,https://www.nytimes.com/2021/04/01/books/review/philip-roth-the-biography-blake-bailey.html,"Blake Bailey’s comprehensive life of Roth features a parade of book after book, award after award, and lover after lover.","['Books and Literature', 'Content Type: Personal Profile', 'Writing and Writers']"
Billions in New Obamacare Subsidies Are Now Available on Healthcare.gov,2021-04-01,article,https://www.nytimes.com/2021/04/01/upshot/obamacare-subsidies-available-healthcaregov.html,Nearly everyone with a marketplace health plan can seek more financial help. Many uninsured Americans and people who buy their insurance elsewhere can also benefit.,"['Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)', 'Federal Aid (US)', 'United States Politics and Government']"
How N.Y.C.’s Population Expert Says the City Will Bounce Back,2021-04-01,article,https://www.nytimes.com/2021/04/01/nyregion/nyc-population-pandemic-recovery.html,"Joseph J. Salvo, who is retiring after nearly 30 years as New York City’s chief demographer, is optimistic about New York City’s recovery after the pandemic.","['Population', 'Census', 'Immigration and Emigration', 'Content Type: Personal Profile', 'Coronavirus (2019-nCoV)']"
What if the Pain Never Ends?,2021-04-01,article,https://www.nytimes.com/2021/04/01/opinion/back-pain.html,I will still have to face it with dignity.,"['Chronic Condition (Health)', 'Pain', 'Back (Human Body Part)', 'Addiction (Psychology)']"
Would You Buy an NFT?,2021-04-01,article,https://www.nytimes.com/2021/04/01/learning/would-you-buy-an-nft.html,"Would you want to own an official version of a digital good like a video, an image or a song? How much would you be willing to pay?",[]
The Freeing of the Ever Given,2021-04-01,article,https://www.nytimes.com/2021/04/01/opinion/ever-given-ship-suez-canal.html,"The stuck container ship became the butt of online jokes, but it was no minor crisis.","['Ships and Shipping', 'International Trade and World Market', 'Canals']"
Science Plays the Long Game. But People Have Mental Health Issues Now.,2021-04-01,article,https://www.nytimes.com/2021/04/01/health/mental-health-treatments.html,"I’ve reported on behavior and mental health for 20 years. As I exit, I can’t help but wonder why researchers have placed so little emphasis on helping people in distress today.","['Research', 'Mental Health and Disorders', 'Depression (Mental)', 'Brain', 'Psychiatry and Psychiatrists', 'Psychology and Psychologists', 'Drugs (Pharmaceuticals)', 'Clinical Trials', 'Memory', 'Science and Technology']"
5 Things to Do This Weekend,2021-04-01,article,https://www.nytimes.com/2021/04/01/arts/things-to-do-weekend-coronavirus.html,Our critics and writers have selected noteworthy cultural events to experience virtually.,"['Quarantine (Life and Culture)', 'Art', 'Music', 'Dancing', 'Jazz', 'Children and Childhood']"
The Real Reason for the Border Crisis,2021-04-01,article,https://www.nytimes.com/2021/04/01/opinion/us-migrants-jobs.html,No one is holding American employers to account for their willingness to hire millions of unauthorized immigrants.,"['Illegal Immigration', 'Immigration and Emigration', 'Foreign Workers', 'Labor and Jobs', 'Migrant Labor (Non-Agriculture)']"
Are We Much Too Timid in the Way We Fight Covid-19?,2021-04-01,article,https://www.nytimes.com/2021/04/01/opinion/covid-vaccine.html,"The debate among doctors, epidemiologists and economists is still going strong.","['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Regulation and Deregulation of Industry', 'United States Politics and Government', 'Tests (Medical)', 'Clinical Trials']"
"A Man Found 15,000 Bees in His Car After Grocery Shopping",2021-04-01,article,https://www.nytimes.com/2021/04/01/us/bees-car-new-mexico.html,"An off-duty firefighter in Las Cruces, N.M., whose hobby is beekeeping, safely removed the swarm from the man’s car in an Albertsons supermarket parking lot.",['Bees']
"Britain Holds On to a Colony in Africa, With America’s Help",2021-04-01,article,https://www.nytimes.com/2021/04/01/opinion/uk-mauritius-china-us.html,And together they are sabotaging their own efforts to curb China’s advances in the South China Sea.,"['United States International Relations', 'Territorial Disputes', 'Law of the Sea (UN Convention)', 'Politics and Government', 'Military Bases and Installations', 'Colonization']"
"They Are Giving Hemingway Another Look, So You Can, Too",2021-04-01,article,https://www.nytimes.com/2021/04/01/books/hemingway-documentary-ken-burns-lynn-novick.html,Lynn Novick and Ken Burns consider the seminal writer in all his complexity and controversy in their new PBS documentary series.,"['Books and Literature', 'Writing and Writers', 'Television', 'Documentary Films and Programs']"
An Accidental Disclosure Exposes a $1 Billion Tax Fight With Bristol Myers,2021-04-01,article,https://www.nytimes.com/2021/04/01/business/bristol-myers-taxes-irs.html,The I.R.S. believes the American drugmaker used an abusive offshore scheme to avoid federal taxes.,"['Tax Shelters', 'Tax Evasion', 'Corporate Taxes', 'Federal Taxes (US)', 'ACCOUNTING AND ACCOUNTANTS', 'Legal Profession']"
Air Travel Is Already Back to Normal in Some Places. Here’s Where.,2021-04-01,article,https://www.nytimes.com/2021/04/01/upshot/flights-rebounding-vacations.html,"While airports in major cities are still struggling, some smaller airports that are vacation destinations are busier than before the pandemic.","['Travel and Vacations', 'Airports', 'AIRLINES AND AIRPLANES', 'Quarantine (Life and Culture)', 'Shutdowns (Institutional)']"
‘They Told Us Not to Resist’: Sexual Violence Pervades Ethiopia’s War,2021-04-01,article,https://www.nytimes.com/2021/04/01/world/africa/ethiopia-tigray-sexual-assault.html,"Rape is being used as a weapon as fighting rages in remote parts of Tigray region. “Even if we had shouted,” one woman said, “there was no one to listen.”","['Defense and Military Forces', 'War Crimes, Genocide and Crimes Against Humanity', 'Sex Crimes', 'Women and Girls', 'War and Armed Conflicts', 'Refugees and Displaced Persons', 'Politics and Government']"
Virus Surge in Michigan Is a ‘Gut Punch’ to Hopes of Pandemic’s End,2021-04-01,article,https://www.nytimes.com/2021/04/01/us/michigan-covid-outbreak.html,"The U.S. has entered a disconcerting phase: Vaccines are rolling out quickly, but upticks in cases raise the prospect of a new surge.","['Coronavirus (2019-nCoV)', 'Hospitals', 'Vaccination and Immunization', 'Disease Rates', 'States (US)']"
"Turning Away From Nursing Homes, to What?",2021-04-01,article,https://www.nytimes.com/2021/04/01/business/nursing-homes-covid-retirement.html,Covid-19 has driven down Americans’ demand for senior care facilities. Building support for more elders to remain at home requires systemic changes.,"['Elder Care', 'Retirement', 'Elderly', 'Nursing Homes', 'Coronavirus (2019-nCoV)', 'Medicare', 'Medicaid', 'Content Type: Service']"
What the History of Pandemics Can Teach Us About Resilience,2021-04-01,article,https://www.nytimes.com/2021/04/01/health/pandemics-plague-history-resilience.html,Widespread disease outbreaks have the potential to shock societies into new ways of living.,"['Epidemics', 'Coronavirus (2019-nCoV)', 'Economic Conditions and Trends', 'Income Inequality', 'History (Academic Subject)']"
Brandi Carlile Has Always Seen Herself Clearly. Now It’s Our Turn.,2021-04-01,article,https://www.nytimes.com/2021/04/01/arts/music/brandi-carlile-broken-horses.html,"In her new memoir, “Broken Horses,” the singer-songwriter takes a deep look at how “a mean, scrappy little trailer girl with the wrong clothes” became a six-time Grammy winner.","['Content Type: Personal Profile', 'Music', 'Books and Literature', 'Homosexuality and Bisexuality']"
Enter the Age of the Vaccine Selfie,2021-04-01,article,https://www.nytimes.com/2021/04/01/style/vaccine-selfies.html,"From topless politicians to designers, it’s a thing. And it’s part of a longer tradition than you might expect.","['Photography', 'Vaccination and Immunization', 'Politics and Government', 'Quarantine (Life and Culture)', 'Social Media', 'Medicine and Health', 'Coronavirus (2019-nCoV)', 'your-feed-fashion']"
‘It Takes Time’: I.C.U. Workers Help Their Former Covid Patients Mend,2021-04-01,article,https://www.nytimes.com/2021/04/01/us/coronavirus-hospitals-recovery.html,"They survived serious cases of Covid-19, sometimes spending weeks on a ventilator, but not without complications. Now, a special clinic at an L.A. hospital is helping them get back to their lives.","['Coronavirus (2019-nCoV)', 'Chronic Condition (Health)', 'Therapy and Rehabilitation', 'Hospitals', 'Mental Health and Disorders', 'Ventilators (Medical)']"
That Spotty Wi-Fi? There’s $100 Billion to Fix It.,2021-04-01,article,https://www.nytimes.com/2021/04/01/technology/digital-divide-rural-wifi.html,"President Biden's infrastructure proposal aims to close the digital divide, which has existed since the Clinton administration.","['Rural Areas', 'Computers and the Internet', 'Wireless Communications', 'E-Learning', 'Education (K-12)', 'Infrastructure (Public Works)', 'United States Politics and Government', 'American Jobs Plan (2021)']"
Deals Designed to Lure Travelers Off Their Couches,2021-04-01,article,https://www.nytimes.com/2021/04/01/travel/travel-deals-pandemic.html,"For better or for worse, travel companies are trying hard to get people, especially those who are vaccinated, back on the road (or on a plane) again.","['Budget Travel', 'Discount Selling', 'Travel and Vacations', 'Coronavirus (2019-nCoV)', 'Content Type: Service']"
Looking for Signs of Economic Hope,2021-04-01,article,https://www.nytimes.com/2021/04/01/business/economy/weekly-unemployment-claims.html,"Unemployment claims increased slightly last week, but remained near pandemic lows. A manufacturing index rose sharply.","['Layoffs and Job Reductions', 'Unemployment', 'Unemployment Insurance', 'Labor and Jobs', 'Coronavirus (2019-nCoV)', 'United States Economy']"
What Will Legal Cannabis Look Like in New York?,2021-04-01,article,https://www.nytimes.com/2021/04/01/nyregion/marijuana-legalization-new-york.html,"The state will become one of the largest markets of the drug in the nation. Here's what you can do now, and what will take some time.","['Marijuana', 'Smoking and Tobacco', 'Freight (Cargo)', 'Law and Legislation', 'State Legislatures', 'Coronavirus (2019-nCoV)']"
"150,000 Painted Hearts, Each for a Life Lost to Covid-19 in Britain",2021-04-01,article,https://www.nytimes.com/2021/04/01/world/europe/uk-coronavirus-deaths-memorial-hearts.html,"The National Covid Memorial Wall in London aims to remember those who die during the pandemic. “It’s therapeutic,” said a volunteering painter who lost her grandmother to the disease.","['Coronavirus (2019-nCoV)', 'Deaths (Fatalities)']"
"Setting the Stage Once Again for Shakespeare, and Live Theater",2021-04-01,article,https://www.nytimes.com/2021/04/01/theater/london-shakespeare.html,"With coronavirus restrictions easing in England, several venues have plans to give classic plays new life.","['Theater', 'Coronavirus (2019-nCoV)', 'Video Recordings, Downloads and Streaming']"
A Union Drive at Amazon,2021-04-01,article,https://www.nytimes.com/2021/04/01/podcasts/the-daily/amazon-union-vote-alabama.html,How a small group of workers in Alabama are taking on one of the most powerful companies in the world.,[]
Biden Administration Announces Ad Campaign to Combat Vaccine Hesitancy,2021-04-01,article,https://www.nytimes.com/2021/04/01/us/politics/coronavirus-vaccine-hesitancy.html,The public awareness push includes 275 participating organizations that will speak to communities where skepticism of the coronavirus vaccine remains high.,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Polls and Public Opinion', 'Online Advertising', 'Television', 'Minorities', 'United States Politics and Government']"
"It Looks Like a Vespa, Rides Like a Vespa, but Doesn’t Smell Like a Vespa",2021-04-01,article,https://www.nytimes.com/2021/04/01/business/electric-vespa-scooter.html,An Irish mechanic in London has developed a kit to transform classic Italian scooters into clean-riding electric machines.,"['Electric and Hybrid Vehicles', 'Motorcycles, Motor Bikes and Motorscooters', 'Batteries', 'Fuel Emissions (Transportation)', 'Content Type: Personal Profile']"
OPEC and Its Allies Agree toGradual Increases in Oil Production,2021-04-01,article,https://www.nytimes.com/2021/04/01/business/opec-oil-production-increase.html,Some members wanted to take advantage of what they saw as a growing global thirst for oil as economies slowly expand after pandemic lockdowns.,['Oil (Petroleum) and Gasoline']
Biden’s Afghanistan Dilemma,2021-04-01,article,https://www.nytimes.com/2021/04/01/briefing/california-shooting-new-york-weed-biden-infrastructure.html,The deadline for the U.S. to leave Afghanistan is a month away. Here’s where things stand.,[]
Today's Headlines,2021-04-01,audiocontainer,https://www.nytimes.com/2021/04/01/todays-headlines.html,A rundown of the most notable news. Listen now and you’re covered all day.,[]
"Fact, or Corporate Fiction?",2021-04-01,article,https://www.nytimes.com/2021/04/01/business/dealbook/corporate-pranks-april-fools-day.html,Companies still can’t resist April Fools’ Day.,"['Black People', 'Blacks', 'Athletics and Sports', 'Regulation and Deregulation of Industry', 'Law and Legislation', 'Hoaxes and Pranks']"
"‘Amundsen: The Greatest Expedition’ Review: Ice, Ice, Baby",2021-04-01,article,https://www.nytimes.com/2021/04/01/movies/amundsen-the-greatest-expedition-review.html,This overstuffed trek through the chilly life of the famed Norwegian explorer Roald Amundsen is a handsome snooze.,['Movies']
"‘This Is Not a Burial, It’s a Resurrection’ Review: Bringing Out the Dead",2021-04-01,article,https://www.nytimes.com/2021/04/01/movies/this-is-not-a-burial-its-a-resurrection-review.html,"In this drama, a widow rises out of grief to protest a threat to her village.",['Movies']
‘The Man Who Sold His Skin’ Review: The Artwork Has Legs,2021-04-01,article,https://www.nytimes.com/2021/04/01/movies/the-man-who-sold-his-skin-review.html,"In this Oscar-nominated film, a Syrian refugee agrees to become a piece of art in exchange for passage to Europe.",['Movies']
"‘Malni — Towards the Ocean, Towards the Shore’ Review: Embracing Our Ghosts",2021-04-01,article,https://www.nytimes.com/2021/04/01/movies/malni-towards-the-ocean-towards-the-shore-review.html,This ethereal experimental documentary by Sky Hopinka is an essential portrait of contemporary Indigenous life.,"['Documentary Films and Programs', 'Native Americans', 'Indigenous People']"
‘Concrete Cowboy’ Review: Acquiring Horse Sense on the Philly Streets,2021-04-01,article,https://www.nytimes.com/2021/04/01/movies/concrete-cowboy-review-acquiring-horse-sense-on-the-philly-streets.html,"Idris Elba leads us through the long-buried heritage of America’s Black cowboys, manifested in their modern-day urban descendants.",['Movies']
‘WeWork’ Review: The Sharing Economy or a Shared Delusion?,2021-04-01,article,https://www.nytimes.com/2021/04/01/movies/WeWork-Or-the-Making-and-Breaking-of-a-47-Billion-Unicorn-review.html,"This documentary on the workspace start-up is a fast-paced, entertaining saga of relentless self-selling and a curious corporate culture.","['Documentary Films and Programs', 'Start-ups', 'Co-Working']"
"In Tennis, Tough Decisions as Players Adjust to Shrunken Paydays",2021-04-01,article,https://www.nytimes.com/2021/04/01/sports/tennis/tennis-atp-wta-money.html,"With less money to be won, many players are working harder than ever, especially those not lucky enough to have million-dollar endorsement portfolios.","['Tennis', 'Income', 'Content Type: Personal Profile']"
‘The Human Voice’ Review: Almodóvar Meets Cocteau Meets Swinton,2021-04-01,article,https://www.nytimes.com/2021/04/01/movies/the-human-voice-review.html,The first English-language film from the Spanish director Pedro Almodóvar stars Tilda Swinton and adapts Jean Cocteau to sublime results.,['Movies']
‘Every Breath You Take’ Review: The Therapist as Trauma Victim,2021-04-01,article,https://www.nytimes.com/2021/04/01/movies/every-breath-you-take-review.html,"Casey Affleck plays a vaunted psychiatrist whose life and career are derailed after he boasts about a miraculous new technique, which then fails tragically.",['Movies']
"When Ian Desmond Opted Out, His Work Was Just Starting",2021-04-01,article,https://www.nytimes.com/2021/04/01/sports/baseball/ian-desmond-opt-out.html,"Moved by tragedies to confront the complicated nature of being biracial, Desmond, a Colorado Rockies outfielder, is still away from the game, focusing on his family and his nonprofit.","['Baseball', 'Content Type: Personal Profile', 'Black People', 'Blacks', 'Race and Ethnicity']"
