headline,date,doc_type,material_type,snippet,keywords
"Germany’s Far Right, ‘Hotel Rwanda,’ Spain: Your Tuesday Briefing",2020-09-01,article,https://www.nytimes.com/2020/08/31/briefing/germany-spain-rwanda.html,Here’s what you need to know.,[]
Los Angeles Sheriff’s Deputies Fatally Shoot a Black Man They Say Had a Gun,2020-09-01,article,https://www.nytimes.com/2020/08/31/us/la-police-shooting.html,"The man, who was identified as Dijon Kizzee, 29, had been stopped while riding a bicycle, the Sheriff’s Department said.","['Police Reform', 'George Floyd Protests (2020)', 'Black Lives Matter Movement', 'Black People', 'Blacks', 'Police Brutality, Misconduct and Shootings', 'Demonstrations, Protests and Riots']"
Walmart Announces Membership Service in Attempt to Compete With Amazon,2020-09-01,article,https://www.nytimes.com/2020/09/01/business/walmart-plus-membership.html,Walmart+ will cost $98 a year to receive free delivery for orders over $35. The company hopes to build on the success of its pickup grocery business.,"['Shopping and Retail', 'E-Commerce', 'Delivery Services']"
What Belarusians Can Learn From Poland,2020-09-01,article,https://www.nytimes.com/2020/09/01/opinion/belarus-poland.html,"The protests, strikes and brutal police response invite comparison to Solidarity’s campaign for freedom from Moscow 40 years ago. There are differences.","['Strikes', 'Demonstrations, Protests and Riots', 'Freedom of the Press', 'Police Brutality, Misconduct and Shootings', 'Human Rights and Human Rights Violations']"
Samsung Heir Is Indicted but Avoids Jail,2020-09-01,article,https://www.nytimes.com/2020/09/01/business/samsung-lee-south-korea-indicted.html,Lee Jae-yong stands accused of stock price manipulation and other offenses as he sought to tighten his control over the major corporate empire.,"['Mergers, Acquisitions and Divestitures', 'Securities and Commodities Violations', 'Stocks and Bonds']"
"From the Seabed, Figures of an Ancient Cult",2020-09-01,article,https://www.nytimes.com/2020/09/01/science/archaeology-phoenician-israel-shavei-zion.html,"A trove of Phoenician artifacts was long ascribed to a single shipwreck. More likely they were tossed overboard, and over centuries, a new study suggests.","['Shipwrecks (Historic)', 'ARCHAEOLOGY AND ANTHROPOLOGY', 'your-feed-science']"
These Scientists Are Giving Themselves D.I.Y. Coronavirus Vaccines,2020-09-01,article,https://www.nytimes.com/2020/09/01/science/covid-19-vaccine-diy.html,"Impatient for a coronavirus vaccine, dozens of scientists around the world are giving themselves — and sometimes, friends and family — their own unproven versions.","['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Clinical Trials', 'Research', 'Antibodies', 'Suits and Litigation (Civil)', 'Regulation and Deregulation of Industry', 'Ethics and Official Misconduct', 'your-feed-healthcare']"
"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in September",2020-09-01,article,https://www.nytimes.com/2020/09/01/arts/television/the-best-movies-and-tv-shows-new-to-netflix-amazon-and-stan-in-australia-in-september.html,"Our streaming picks for September, including ‘Away,’ ‘I’m Thinking of Ending Things' and ‘Enola Holmes’","['Television', 'Movies']"
Emma Cline Knows First World Problems,2020-09-01,article,https://www.nytimes.com/2020/09/01/books/review/emma-cline-daddy.html,"The stories in “Daddy,” the debut collection by the author of “The Girls,” follow the “trials” of the Hollywood and literary elite.",['Books and Literature']
The Battleground States Biden and Trump Need to Win 270,2020-09-01,multimedia,https://www.nytimes.com/interactive/2020/us/elections/electoral-college-battleground-states.html,"In this interactive diagram, try building your own coalition of states to see potential outcomes of the presidential race.","['Elections', 'Presidential Election of 2020', 'Electoral College']"
"‘In a World That Shouts, This Book Is a Song Played Softly,’ Ethan Hawke Writes",2020-09-01,article,https://www.nytimes.com/2020/09/01/books/review/self-portrait-with-russian-piano-wolf-wondratschek.html,Wolf Wondratschek’s “Self-Portrait With Russian Piano” is about an aging concert performer who comes to loathe the spotlight.,['Books and Literature']
"This 84-Year-Old Gamer Has More Than 900,000 ‘Grandkids’",2020-09-01,article,https://www.nytimes.com/2020/09/01/style/shirley-curry-skyrim-youtube.html,Shirley Curry has cultivated a following on YouTube with her charming videos of journeys through The Elder Scrolls V: Skyrim.,['Computer and Video Games']
A Salvadoran-American Assembles the Fragments of a Violent Cultural History,2020-09-01,article,https://www.nytimes.com/2020/09/01/books/review/unforgetting-roberto-lovato.html,"“Unforgetting,” by the journalist Roberto Lovato, examines the long and bloody relationship between the United States and El Salvador through the prism of his family.","['Books and Literature', 'Salvadoran-Americans', 'War Crimes, Genocide and Crimes Against Humanity', 'Immigration and Emigration']"
‘Sudden’ Cardiac Arrests Often Aren’t So Sudden,2020-09-01,article,https://www.nytimes.com/2020/09/01/well/live/sudden-cardiac-arrests-often-arent-so-sudden.html,Researchers found that 57 percent of patients had contacted either a doctor or a hospital in the two weeks before the event.,"['Hospitals', 'Heart']"
"Afraid of a Lurking Evil, a Writer Goes Down the Rabbit Hole",2020-09-01,article,https://www.nytimes.com/2020/09/01/books/review/hari-kunzru-red-pill.html,"In Hari Kunzru’s novel “Red Pill,” a retreat to a peaceful study center in Berlin becomes a quest against the world’s dark forces.",['Books and Literature']
This Year Is Complicated. Three New Novels Remind Us the Past Was No Picnic Either.,2020-09-01,article,https://www.nytimes.com/2020/09/01/books/review/alice-randall-black-bottom-saints.html,"From Detroit to Tuscany to an island off the coast of Germany, these books dip into other lives and heartbreaks.",['Books and Literature']
"New & Noteworthy, From Netflix to Writers’ Writers",2020-09-01,article,https://www.nytimes.com/2020/09/01/books/review/new-this-week.html,"A selection of recent titles of interest; plus, a peek at what our colleagues around the newsroom are reading.",['Books and Literature']
"Tested by Tragedy, Two Politicians Review Their Records — Mistakes Included",2020-09-01,article,https://www.nytimes.com/2020/09/01/books/review/cry-havoc-michael-signer-the-violence-inside-us-chris-murphy.html,"“Cry Havoc,” by Michael Signer, the former mayor of Charlottesville, Va., and “The Violence Inside Us,” by the Connecticut senator Chris Murphy, grapple with racial tension, gun violence and errors of leadership.","['Books and Literature', 'Newtown, Conn, Shooting (2012)', 'Gun Control', 'Mass Shootings', 'Demonstrations, Protests and Riots', 'Charlottesville, Va, Violence (August, 2017)', 'United States Politics and Government']"
You’re Going to Want to Join this Odyssey Through Postwar Japan,2020-09-01,article,https://www.nytimes.com/2020/09/01/books/group-text-fifty-words-for-rain-asha-lemmie.html,"Asha Lemmie’s sprawling, thought-provoking debut novel, “Fifty Words for Rain” will give you 50 reasons to cancel the rest of your day.",['Books and Literature']
"Set in Uganda, This Coming-of-Age Story Contains Universal Themes",2020-09-01,article,https://www.nytimes.com/2020/09/01/books/review/a-girl-is-a-body-of-water-jennifer-nansubuga-makumbi.html,"Jennifer Nansubuga Makumbi’s new novel, “A Girl Is a Body of Water,” follows its young heroine as she grows up without a mother.",['Books and Literature']
When America’s Cold War Strategy Turned Corrupt,2020-09-01,article,https://www.nytimes.com/2020/09/01/books/review/the-quiet-americans-scott-anderson.html,Scott Anderson’s “The Quiet Americans” describes how good intentions in foreign policy could lead to dire results.,"['Books and Literature', 'Espionage and Intelligence Services', 'Cold War Era']"
"Torn Between War and Art, a Journalist Chooses Both",2020-09-01,article,https://www.nytimes.com/2020/09/01/books/review/salar-abdoh-mesopotamia.html,"“Out of Mesopotamia,” by Salar Abdoh, is as much a meditation on time and memory as it is a book about modern warfare.",['Books and Literature']
Where Is America’s Groundbreaking Covid-19 Research?,2020-09-01,article,https://www.nytimes.com/2020/09/01/opinion/coronavirus-clinical-research.html,The U.S. could learn a lot from Britain.,"['Coronavirus (2019-nCoV)', 'Clinical Trials', 'Research']"
Elena Ferrante Returns With ‘The Lying Life of Adults’,2020-09-01,article,https://www.nytimes.com/2020/09/01/books/review/elena-ferrante-the-lying-life-of-adults.html,"In her first novel in five years, the author of “My Brilliant Friend” revisits old themes.",['Books and Literature']
2020 U.S. Open: What to Watch on Tuesday,2020-09-01,article,https://www.nytimes.com/2020/09/01/sports/2020-us-open-what-to-watch-on-tuesday.html,Serena and Venus Williams are featured at Arthur Ashe Stadium as the first round of the United States Open continues.,"['United States Open (Tennis)', 'Tennis']"
Trump Creates His Own ‘Deep State’,2020-09-01,article,https://www.nytimes.com/2020/09/01/opinion/national-intelligence-briefings-House-senate.html,The director of national intelligence is ending oral briefings with Congress — a significant step toward eroding oversight and expanding executive overreach.,"['Espionage and Intelligence Services', 'United States Politics and Government']"
9 Major N.Y.C. Roads Get Lower Speed Limits as Traffic Deaths Surge,2020-09-01,article,https://www.nytimes.com/2020/09/01/nyregion/nyc-traffic-deaths-coronavirus.html,"More drivers, passengers and motorcyclists have been killed so far this year than all of last year. Reckless driving is a major factor, officials say.","['Traffic Accidents and Safety', 'Drunken and Reckless Driving', 'Coronavirus (2019-nCoV)', 'Roads and Traffic', 'Deaths (Fatalities)']"
New York City Delays Start of School to Ready for In-Person Classes,2020-09-01,article,https://www.nytimes.com/2020/09/01/nyregion/schools-open-coronavirus-nyc.html,The system’s 1.1 million children will not return to school until Sept. 21.,"['Coronavirus Reopenings', 'Education (K-12)', 'Shutdowns (Institutional)', 'Teachers and School Employees']"
We’re All Socially Awkward Now,2020-09-01,article,https://www.nytimes.com/2020/09/01/sunday-review/coronavirus-socially-awkward.html,"Deprive people of interactions with peers, and their social skills will atrophy. This is yet another side effect of the pandemic.","['Loneliness', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Social Conditions and Trends']"
What We Learned From the R.N.C.,2020-09-01,article,https://www.nytimes.com/2020/09/01/insider/rnc-recap.html,"In a live discussion, Times national reporters talked about the themes at the Republican convention and the strategies in play to help President Trump get re-elected.","['Presidential Election of 2020', 'Voting and Voters', 'Republican National Convention']"
Why Alyssa Cole Put Romance Aside and Wrote a Thriller About Gentrification,2020-09-01,article,https://www.nytimes.com/2020/09/01/books/alyssa-cole-when-no-one-is-watching.html,"“I wanted the characters to be more morally gray, where I could explore some darker areas,” the novelist said of her new book, “When No One Is Watching.”","['Books and Literature', 'Writing and Writers', 'Gentrification', 'Black People', 'Blacks', 'Race and Ethnicity']"
How to Stop the Next Pandemic,2020-09-01,multimedia,https://www.nytimes.com/video/health/100000007293397/covid-pandemics-causes-documentary.html,It’s not just Covid-19. Pathogens once confined to nature are making their way into humans on a more regular basis. And it’s our fault.,"['Coronavirus (2019-nCoV)', 'Nipah Virus', 'Lyme Disease', 'SARS (Severe Acute Respiratory Syndrome)', 'Wildlife Trade and Poaching', 'Epidemics', 'Forests and Forestry', 'Biodiversity', 'Land Use Policies']"
Young People Are Fighting Hunger and Finding Purpose,2020-09-01,article,https://www.nytimes.com/2020/09/01/well/family/kids-food-hunger-volunteering.html,"“These amazing young kids are running the whole show,” said the owner of the Wood Cafe, which gives away food. “Their energy propels it.”","['Food', 'Food Insecurity', 'Coronavirus (2019-nCoV)', 'Empathy', 'Volunteers and Community Service', 'Youth', 'Teenagers and Adolescence']"
Who’s to Blame for the Pandemic?,2020-09-01,article,https://www.nytimes.com/2020/09/01/video/coronavirus-pandemics-causes.html,"“How to Stop the Next Pandemic,” a Times documentary, reveals how your choices make future pandemics more likely.","['Coronavirus (2019-nCoV)', 'Quarantines', 'Politics and Government', 'ANIMALS', 'Documentary Films and Programs', 'Population', 'Polls and Public Opinion']"
"As Guns Get Drawn at Protest Sites, Demonstrators Fear a Volatile New Phase",2020-09-01,article,https://www.nytimes.com/2020/09/01/us/portland-kenosha-protests-clashes.html,"As right-wing groups increasingly move to confront unrest in cities, clashes are breaking out between demonstrators with starkly different views on how to keep cities safe.","['George Floyd Protests (2020)', 'Black Lives Matter Movement', 'Demonstrations, Protests and Riots', 'Murders, Attempted Murders and Homicides', 'Fringe Groups and Movements']"
Virtual Tours Are Here to Stay. This Is How to Do Them Right.,2020-09-01,article,https://www.nytimes.com/article/virtual-tour-real-estate.html,The open house is dead. Long live the open house.,"['Real Estate and Housing (Residential)', 'Real Estate Brokers', 'Content Type: Service', 'Video Recordings, Downloads and Streaming', 'Quarantine (Life and Culture)', '3-D Devices and Effects']"
Help! What Are the Best Precautions When Traveling by Car?,2020-09-01,article,https://www.nytimes.com/2020/09/01/travel/road-trip-safety.html,Our columnist answers your coronavirus-related questions about health and safety on road trips.,"['Road Trips', 'Coronavirus Risks and Safety Concerns', 'Travel and Vacations', 'Content Type: Service', 'Bathrooms and Toilets', 'Hygiene and Cleanliness', 'Hotels and Travel Lodgings', 'Restaurants']"
"What It Took to Free a Whale Entangled in 4,000 Pounds of Fishing Gear",2020-09-01,article,https://www.nytimes.com/2020/09/01/nyregion/whale-rescue-ny-harbor.html,The influx of whales to cleaner waters off New York City has meant that the number of them injured or killed there is on the rise.,"['Whales and Whaling', 'Endangered and Extinct Species']"
Small-Business Failures Loom as Federal Aid Dries Up,2020-09-01,article,https://www.nytimes.com/2020/09/01/business/economy/small-businesses-coronavirus.html,Many owners face tough choices after a federal loan program and other government moves to bolster the economy have run their course.,"['Small Business', 'Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Stimulus (Economic)', 'United States Economy', 'Federal Aid (US)']"
The Many Sides to Dan Brown,2020-09-01,article,https://www.nytimes.com/2020/09/01/style/dan-brown-wild-symphony-divorce.html,The author of “The Da Vinci Code” just released a classical music album for children. It happens to be one of the assets he and his wife are disputing in lawsuits over their divorce.,"['Writing and Writers', 'Books and Literature', 'Classical Music', 'Dressage (Equestrian Sport)', 'Divorce, Separations and Annulments']"
Trump Needs His Own Sister Souljah Moment,2020-09-01,article,https://www.nytimes.com/2020/09/01/opinion/trump-kenosha-portland-sister-souljah.html,"The president must condemn those responsible for violence and disavow those who act in his name. Easy, right?","['George Floyd Protests (2020)', 'Presidential Election of 2020', 'Police Brutality, Misconduct and Shootings', 'Black Lives Matter Movement', 'United States Politics and Government', 'Polls and Public Opinion', 'Demonstrations, Protests and Riots', 'Black People', 'Blacks']"
The State Fair Is Canceled. Deep-Fried Oreos Are Not.,2020-09-01,article,https://www.nytimes.com/2020/09/01/dining/state-fair-food-coronavirus.html,"Food vendors and their devoted fans are going to great lengths, from drive-throughs to phone apps, to keep the corn dogs and chickens-on-a-stick flowing.","['State and County Fairs', 'Food Trucks and Vendors', 'Summer (Season)', 'Food', 'Restaurants', 'Shutdowns (Institutional)', 'Quarantine (Life and Culture)']"
The Forgotten Colonial Forces of World War II,2020-09-01,article,https://www.nytimes.com/2020/09/01/magazine/the-forgotten-colonial-forces-of-world-war-ii.html,"“There’s a scattered memory of their sacrifice all over Europe.” The Allied powers relied on colonial troops to defeat the Axis, but their contributions are not often recognized.","['Defense and Military Forces', 'World War II (1939-45)', 'Colonization', 'Secession and Independence Movements']"
‘Fixing the Damage We’ve Done’: Rewilding Jaguars in Argentina,2020-09-01,article,https://www.nytimes.com/2020/09/01/world/americas/Jaguars-argentina-ibera.html,"Bringing back the top predator to Argentina’s wetlands could restore the health of an entire ecosystem. But inducing five felines with troubled pasts to hunt, and mate, is not easy.","['Jaguars', 'Endangered and Extinct Species', 'Conservation of Resources', 'Wetlands', 'ANIMALS', 'Wildlife Sanctuaries and Nature Reserves', 'National Parks, Monuments and Seashores']"
‘I Am Stuck Until That Border Opens’: Marooned in Paradise,2020-09-01,article,https://www.nytimes.com/2020/09/01/us/coronavirus-point-roberts-washington-canada.html,"This geographically isolated community in Washington State has avoided the coronavirus, but at a considerable cost.","['Coronavirus (2019-nCoV)', 'Quarantines']"
"‘The Quiet Americans,’ by Scott Anderson: An Excerpt",2020-09-01,article,https://www.nytimes.com/2020/09/01/books/review/the-quiet-americans-by-scott-anderson-an-excerpt.html,"An excerpt from “The Quiet Americans,” by Scott Anderson",[]
"‘Fifty Words for Rain,’ by Asha Lemmie: An Excerpt",2020-09-01,article,https://www.nytimes.com/2020/09/01/books/review/fifty-words-for-rain-by-asha-lemmie-an-excerpt.html,"An excerpt from “Fifty Words for Rain,” by Asha Lemmie",[]
"C.D.C. Halts Evictions, Citing Covid-19 Risks",2020-09-01,article,https://www.nytimes.com/2020/09/01/world/covid-19-coronavirus.html,The agency said it wanted to keep renters out of shelters. Apple and Google are making it easier for states to adopt contact tracing apps. Australia’s economy fell into recession.,['Coronavirus (2019-nCoV)']
Coronavirus in N.Y.C.: Why the Wealthy Get Quick Test Results,2020-09-01,article,https://www.nytimes.com/2020/09/01/nyregion/coronavirus-test-results-nyc.html,"Some New Yorkers are turning to concierge medical practices and small laboratories, paying more to get results in as little as 24 hours.","['Coronavirus (2019-nCoV)', 'Tests (Medical)', 'Colleges and Universities', 'Quarantine (Life and Culture)']"
"As summer wanes and federal aid winds down, small businesses are in jeopardy.",2020-09-01,article,https://www.nytimes.com/2020/09/01/business/as-summer-wanes-and-federal-aid-winds-down-small-businesses-are-in-jeopardy.html,,[]
Joe Biden’s Rebuttal,2020-09-01,article,https://www.nytimes.com/2020/09/01/podcasts/the-daily/joe-biden-protests-trump.html,"President Trump has been wielding law-and-order arguments against the former vice president. In a speech in Pittsburgh, Mr. Biden tried to turn the story around.","['Black Lives Matter Movement', 'Presidential Election of 2020', 'Demonstrations, Protests and Riots']"
Nick Flynn and Lili Taylor’s Red Hook Retreat,2020-09-01,multimedia,https://www.nytimes.com/slideshow/2020/09/01/realestate/nick-flynn-and-lili-taylors-red-hook-retreat.html,"The couple have been quarantining in upstate New York, using a camera and baby monitors to bring the outdoors inside.","['Quarantine (Life and Culture)', 'Real Estate and Housing (Residential)']"
Bird-Watching With Nick Flynn and Lili Taylor,2020-09-01,article,https://www.nytimes.com/2020/09/01/realestate/lili-taylor-nick-flynn.html,"The couple have been quarantining in upstate New York, using a camera and baby monitors to bring the outdoors inside.",['Real Estate and Housing (Residential)']
America’s Death Gap,2020-09-01,article,https://www.nytimes.com/2020/09/01/briefing/coronavirus-kenosha-massachusetts-your-tuesday-briefing.html,And what else you need to know today.,[]
Tit for Tat for TikTok,2020-09-01,article,https://www.nytimes.com/2020/09/01/business/dealbook/tiktok-trump-china-cold-war.html,"The app is the latest front in an intensifying tech Cold War between the U.S. and China, with collateral damage for companies around the world.","['United States International Relations', 'Mergers, Acquisitions and Divestitures']"
Biden Lashes Back at Trump,2020-09-01,article,https://www.nytimes.com/2020/09/01/us/politics/biden-trump-protests.html,"The president heads to Kenosha, despite worries of further unrest: This is your politics tip sheet.",['Presidential Election of 2020']
University of South Carolina Cracks Down on Greek Houses for Virus Violations,2020-09-01,article,https://www.nytimes.com/2020/09/01/us/usc-covid-restrictions-parties.html,Disciplinary action is taken over parties and large gatherings as cases mount on campus.,"['Colleges and Universities', 'Fraternities and Sororities', 'Coronavirus (2019-nCoV)', 'School Discipline (Students)', 'Shutdowns (Institutional)', 'Quarantines', 'Parties (Social)', 'Tests (Medical)']"
Massachusetts Primary Elections: What to Watch For,2020-09-01,article,https://www.nytimes.com/2020/09/01/us/politics/massachusetts-elections-markey-kennedy-neal-morse.html,"Senator Edward J. Markey is facing off against Joseph P. Kennedy III, while the powerful Representative Richard E. Neal is confronting a challenge from the young mayor Alex Morse.","['Elections, Senate', 'Elections, House of Representatives', 'United States Politics and Government', 'Primaries and Caucuses', 'Presidential Election of 2020']"
A House panel plans to subpoena Louis DeJoy over mail delays and his Trump communications.,2020-09-01,article,https://www.nytimes.com/2020/09/01/us/elections/a-house-panel-plans-to-subpoena-louis-dejoy-over-mail-delays-and-his-trump-communications.html,"The chairwoman of the House Oversight Committee said the postmaster general had withheld requested documents, telling her panel his verbal testimony should suffice.",[]
"The flood of Trump books keeps coming, and readers can’t stop buying them.",2020-09-01,article,https://www.nytimes.com/2020/09/01/us/elections/the-flood-of-trump-books-keeps-coming-and-readers-cant-stop-buying-them.html,"White House memoirs, journalistic exposés, full-throated defenses of the president: Publishers are producing books for every partisan and wondering if the gravy train ends on Election Day.",[]
Trump has a long history of language that incites and demonizes.,2020-09-01,article,https://www.nytimes.com/2020/09/01/us/elections/trump-has-a-long-history-of-language-that-incites-and-demonizes.html,President Trump has employed provocative and sometimes incendiary words and images to focus attention on demonstrations and away from the human and economic costs of the pandemic.,[]
The president’s trip represents a consequential political bet.,2020-09-01,article,https://www.nytimes.com/2020/09/01/us/elections/the-presidents-trip-represents-a-consequential-political-bet.html,,[]
Biden hit firmly back at Trump. Will he now take that message on the road?,2020-09-01,article,https://www.nytimes.com/2020/09/01/us/elections/biden-hit-firmly-back-at-trump-will-he-now-take-that-message-on-the-road.html,,[]
"‘Transcendent Kingdom,’ by Yaa Gyasi: An Excerpt",2020-09-01,article,https://www.nytimes.com/2020/09/01/books/review/transcendent-kingdom-by-yaa-gyasi-an-excerpt.html,"An excerpt from “Transcendent Kingdom,” by Yaa Gyasi",[]
How to Read the Air Quality Index,2020-09-01,article,https://www.nytimes.com/2020/09/01/us/ca-air-quality-index.html,Here’s what you need to know about reading daily pollution levels.,"['Air Pollution', 'Wildfires']"
"‘Robin’s Wish’ Review: Celebrating a Life, Highlighting a Disease",2020-09-01,article,https://www.nytimes.com/2020/09/01/movies/robins-wish-review-robin-williams.html,"This documentary on Robin Williams alternates between paying tribute to him and shedding light on Lewy body dementia, which was diagnosed in him after his death.","['Documentary Films and Programs', 'Dementia']"
"Determined to Salvage the Fall, Cabaret Plots Its (Outdoor, Online) Return",2020-09-01,article,https://www.nytimes.com/2020/09/01/arts/music/cabaret-fall-season.html,Making performances more accessible to audiences is part of the mission. Presenting shows that reflect the moment is another.,"['Pop and Rock Music', 'Theater', 'Bars and Nightclubs', 'Coronavirus Reopenings', 'Coronavirus (2019-nCoV)']"
Recent Commercial Real Estate Transactions,2020-09-01,article,https://www.nytimes.com/2020/09/01/business/recent-commercial-real-estate-transactions.html,Recent commercial real estate transactions in New York.,"['Real Estate and Housing (Residential)', 'Real Estate (Commercial)']"
"In Coming Wave of Pandemic-Induced Vacancies, Some See Opportunity",2020-09-01,article,https://www.nytimes.com/2020/09/01/business/commercial-real-estate-conversion-coronavirus.html,"As the outlook for retail, hotel and office space shifts, some developers are already planning to convert empty properties to new uses.","['Real Estate (Commercial)', 'Real Estate and Housing (Residential)', 'Coronavirus (2019-nCoV)', 'Building (Construction)', 'Area Planning and Renewal']"
A Parent’s Toughest Call: In-Person Schooling or Not?,2020-09-01,article,https://www.nytimes.com/2020/09/01/health/coronavirus-parents-schools.html,Parents are wrestling with difficult choices over sending their children to school. Here’s how one science reporter made the decision.,"['your-feed-science', 'Coronavirus Reopenings', 'Pediatric Inflammatory Multisystem Syndrome (PIMS)', 'Education (K-12)', 'Coronavirus (2019-nCoV)', 'Parenting', 'Children and Childhood', 'Masks', 'Shutdowns (Institutional)']"
A Beginner’s Guide to Elena Ferrante,2020-09-01,multimedia,https://www.nytimes.com/interactive/2020/09/01/books/ferrante-guide.html,Where to start if you’ve never opened one of her books.,['Books and Literature']
Love Theater? Jesse Green Recommends Streaming Options,2020-09-01,article,https://www.nytimes.com/2020/09/01/theater/streaming-theater-advice.html,The Times’s Culture editor has questions. Our critic has answers.,"['Theater', 'Video Recordings, Downloads and Streaming']"
Reflections on Our Summer Reading Contest and Our Final Week of Winners,2020-09-01,article,https://www.nytimes.com/2020/09/01/learning/reflections-on-our-summer-reading-contest-and-our-final-week-of-winners.html,"Thoughts from participants and judges on our 11th annual contest, and a winning essay from Ava Isabella Kendra Haddock.",[]
The Best Movies and TV Shows Coming to Netflix in November,2020-09-01,article,https://www.nytimes.com/article/new-on-netflix-shows-movies.html,"Every month, the streaming service adds a new batch of titles to its library. Here are our picks for November.","['Television', 'Movies', 'Documentary Films and Programs']"
Trump Administration Promise to Focus on Extremism Remains Unfulfilled,2020-09-01,article,https://www.nytimes.com/2020/09/01/us/politics/trump-homeland-security-extremism.html,"A year after the Department of Homeland Security promised to focus more on violent extremism, the plan to carry out that shift remains hidden while the atmosphere worsens.","['Black Lives Matter Movement', 'Demonstrations, Protests and Riots', 'Antifa Movement (US)', 'Federal-State Relations (US)', 'Local Government', 'Whites', 'Fringe Groups and Movements', 'Terrorism', 'Presidential Election of 2020', 'United States Politics and Government']"
How to Submit a Modern Love Essay,2020-09-01,article,https://www.nytimes.com/article/how-to-submit-a-modern-love-essay.html,We want to hear your stories.,"['Love (Emotion)', 'Writing and Writers', 'Dating and Relationships', 'Modern Love (Times Column)', 'Sex', 'Families and Family Life', 'Polyamory and Non-Monogamous Relationships']"
Graham Company to Draw on Deep Archives for Its Coming Season,2020-09-01,article,https://www.nytimes.com/2020/09/01/arts/dance/01martha-graham-virtual-season.html,The modern dance troupe has been sharing content online since the pandemic began but now will organize programs thematically.,['Dancing']
