headline,date,doc_type,material_type,snippet,keywords
"Republicans Block Impeachment Witnesses, Clearing Path for Trump Acquittal",2020-02-01,article,https://www.nytimes.com/2020/01/31/us/politics/trump-impeachment-trial.html,"The narrow vote came after Republican senators said they did not need to hear more evidence, and pressed toward acquitting President Trump next week.","['Impeachment', 'Presidential Election of 2020', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
"Once Skeptical, Senate Republicans Are All In on Trump",2020-02-01,article,https://www.nytimes.com/2020/01/31/us/trump-impeachment-senate-republicans.html,"In pressing toward their preordained vote of acquittal, Senate Republicans made it clear they see their fortunes and futures intertwined with the president’s.","['Impeachment', 'Presidential Election of 2020', 'United States Politics and Government']"
Bernie’s Angry Bros,2020-02-01,article,https://www.nytimes.com/2020/01/31/opinion/sanders-bernie-bros.html,The Sanders online army resembles President Trump’s most ardent supporters in more ways than either side might care to admit.,"['Presidential Election of 2020', 'Social Media', 'United States Politics and Government']"
The Super Bowl Ads You Won’t See This Year,2020-02-01,article,https://www.nytimes.com/2020/01/31/opinion/sunday/super-bowl-commercials.html,Many viewers don’t care about the game but watch for the commercials. Not these.,"['Surveillance of Citizens by Government', 'Chronic Traumatic Encephalopathy', 'Super Bowl', 'Football']"
Brexit Is Here! Sort Of,2020-02-01,article,https://www.nytimes.com/2020/01/31/opinion/uk-brexit.html,"Britain has formally left the European Union, but difficult trade talks remain before the two are severed.",['Great Britain Withdrawal from EU (Brexit)']
Smuggled Weaponry,2020-02-01,article,https://www.nytimes.com/2020/01/31/crosswords/daily-puzzle-2020-02-01.html,Mark Diehl is back with a suitably savage Saturday grid.,['Crossword Puzzles']
A Dishonorable Senate,2020-02-01,article,https://www.nytimes.com/2020/01/31/opinion/republicans-impeachment-congress.html,Republican legislators abdicated their duty by refusing to seek the truth.,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Presidential Election of 2020', 'United States Politics and Government']"
Impeachment Briefing: Senate Votes to Block Witnesses,2020-02-01,article,https://www.nytimes.com/2020/01/31/us/politics/impeachment-briefing-senate-votes-to-block-witnesses.html,Party leaders agreed on a schedule that would end the trial on Wednesday.,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']
"Mary Higgins Clark, Best-Selling Queen of Suspense, Dies at 92",2020-02-01,article,https://www.nytimes.com/2020/01/31/books/mary-higgins-clark-dead.html,She became a world-renowned author writing about “nice people whose lives are invaded.”,"['Deaths (Obituaries)', 'Writing and Writers', 'Books and Literature']"
Nigerians in New York Worry Expanded Travel Ban Will Hurt Family Ties,2020-02-01,article,https://www.nytimes.com/2020/01/31/us/trump-nigeria-travel-ban.html,"“It’s just not right to just blanket ban a group of people,” said one college professor who has lived in the U.S. for about 20 years.","['Immigration and Emigration', 'NIGERIAN-AMERICANS', 'Executive Orders and Memorandums', 'Refugees and Displaced Persons', 'Visas', 'United States Politics and Government']"
How the Iowa Caucuses Work,2020-02-01,multimedia,https://www.nytimes.com/interactive/2020/01/31/us/politics/what-is-iowa-caucus.html,"On Monday, Democrats will make their choice for the Democratic presidential nominees at more than 1,600 precincts across Iowa. Here is how that will play out in one middle school gym.","['Presidential Election of 2020', 'Primaries and Caucuses']"
"Corrections: Feb. 1, 2020",2020-02-01,article,https://www.nytimes.com/2020/02/01/pageoneplus/corrections-feb-1-2020.html,"Corrections that appeared in print on Saturday, Feb. 1, 2020.",[]
"Quotation of the Day: With the Exit Finally Official, Many Britons Feel the Need for a Period of Recovery",2020-02-01,article,https://www.nytimes.com/2020/02/01/todayspaper/quotation-of-the-day-with-the-exit-finally-official-many-britons-feel-the-need-for-a-period-of-recovery.html,"Quotation of the Day for Saturday, February 1, 2020.",[]
A Super Bowl With a Latino Flair in Miami,2020-02-01,article,https://www.nytimes.com/2020/02/01/sports/football/super-bowl-latinos-jlo-shakira.html,"Although there are few Latinos playing in the N.F.L., organizers have sought to capitalize on the region’s Latino vibe.","['Football', 'Hispanic-Americans', 'Super Bowl']"
No Witnesses,2020-02-01,article,https://www.nytimes.com/2020/02/01/podcasts/the-latest-senate-trial-witness-vote.html,"Republicans voted almost unanimously against hearing new evidence in the impeachment trial, some saying they wanted to leave President Trump’s political future in the hands of the electorate.","['Impeachment', 'United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
2020 Democrats Went on a Spending Spree in the Final Months of 2019,2020-02-01,multimedia,https://www.nytimes.com/interactive/2020/02/01/us/elections/democratic-q4-fundraising.html,"As the first nominating contests approached, Democratic presidential candidates spent millions on ads and staff in the fourth quarter of 2019.",[]
What’s on TV Saturday: Billie Eilish and ‘When Harry Met Sally’,2020-02-01,article,https://www.nytimes.com/2020/02/01/arts/television/whats-on-tv-saturday-billie-eilish-and-when-harry-met-sally.html,A new Austin City Limits concert is on PBS. And a Rob Reiner classic comes to Hulu.,"['Television', 'Movies']"
"Katie Sowers Seized Her Chances, and Now She’s Coaching in the Super Bowl",2020-02-01,article,https://www.nytimes.com/2020/02/01/sports/football/katie-sowers-super-bowl.html,Sowers needed an assist to get her foot in the door. Then she burst through to become the first woman to coach in the N.F.L.’s championship game.,"['Football', 'Women and Girls', 'Coaches and Managers', 'Super Bowl']"
Trying to Find the Signal in the Noise of Hall of Fame Voting,2020-02-01,article,https://www.nytimes.com/2020/02/01/sports/football/nfl-hall-of-fame-voting.html,"A relatively new statistic aims to quantify the likelihood of election to the Pro Football Hall of Fame. Alan Faneca should be excited, while Isaac Bruce’s wait may continue.",['Football']
"Independent Voters See Economy Improving, a Potential Boon to Trump",2020-02-01,article,https://www.nytimes.com/2020/02/01/business/economy/independent-voters-economy.html,"Consumer confidence has rebounded since recession warnings in the summer, particularly among voters who don’t lean toward either major party.","['United States Economy', 'Presidential Election of 2020', 'Income Inequality', 'Polls and Public Opinion', 'Voting and Voters']"
"125 Years Later, Native American Tribe in Montana Gets Federal Recognition",2020-02-01,article,https://www.nytimes.com/2020/02/01/us/little-shell-montana-tribe.html,"For decades, the Little Shell tribe had no legal status. That changed in December, when Congress granted recognition to the tribe’s 5,300 members.",['Native Americans']
"With Brexit Official, Britons Start a ‘Brexodus’ From Brussels",2020-02-01,article,https://www.nytimes.com/2020/02/01/world/europe/brexit-brussels-britain.html,"For many, it was an awkward and wrenching week of farewells. But most are racing to claim different passports, so they might keep lucrative jobs.","['Great Britain Withdrawal from EU (Brexit)', 'Passports', 'Legislatures and Parliaments']"
Indonesia Deports U.S. Journalist Jailed Over Visa Issue,2020-02-01,article,https://www.nytimes.com/2020/02/01/world/asia/indonesia-journalist-deported.html,"Philip Jacobson, who works for the environmental news organization Mongabay, was put on a plane to New York.",['Immigration Detention']
"After Living as a Woman for Decades, He Staged His Own Gender Reveal",2020-02-01,article,https://www.nytimes.com/2020/02/01/books/review/becoming-a-man-p-carl.html,P. Carl’s memoir takes readers on the most personal journey there is.,"['Books and Literature', 'Transgender and Transsexuals']"
Probing the Murder of a Pakistani Internet Sensation,2020-02-01,article,https://www.nytimes.com/2020/02/01/books/review/a-woman-like-her-sanam-maher.html,"“A Woman Like Her,” by Sanam Maher, investigates the killing of a 26-year-old social-media celebrity by her brother, and a culture in which independent, outspoken women are not easily tolerated.","['Books and Literature', 'Honor Killings', 'Women and Girls', 'Social Media']"
"Iowa, Iowa, Iowa: This Week in the 2020 Race",2020-02-01,article,https://www.nytimes.com/2020/02/01/us/politics/iowa-2020-race.html,"It’s all Iowa, all the time. You may not have been there, but we were. Here’s a rundown of what happened.","['Presidential Election of 2020', 'Primaries and Caucuses']"
A Former F.B.I. Negotiator and His Tips for Travel,2020-02-01,article,https://www.nytimes.com/2020/02/01/travel/a-former-fbi-negotiator-and-his-tips-for-travel.html,"Chris Voss details how empathy, bargaining and other tactics can be applied to landing travel perks, avoiding travel penalties and more.","['Travel and Vacations', 'AIRLINES AND AIRPLANES', 'Hotels and Travel Lodgings', 'Books and Literature']"
Kicked Up to ‘Hyperspeed’: How The Times Covers Impeachment,2020-02-01,article,https://www.nytimes.com/2020/02/01/reader-center/impeachment-reporters.html,"Led by the Washington bureau, dozens of reporters, editors and other staffers are collaborating around the clock.",['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']
Australian Open: Matches to Watch on Saturday Night (Into Sunday),2020-02-01,article,https://www.nytimes.com/2020/02/01/sports/australian-open-matches-to-watch-on-saturday-night-into-sunday.html,"Dominic Thiem looks to unseat Novak Djokovic, and two Australian wild cards look to cap a Cinderella story.","['Tennis', 'Australian Open (Tennis)']"
Asteroid That Killed the Dinosaurs Was Great for Bacteria,2020-02-01,article,https://www.nytimes.com/2020/02/01/science/asteroid-dinosaurs-crater-bacteria.html,The smoldering crater left by the apocalyptic space rock became a nice home for blue-green algae within years of the impact.,['your-feed-science']
"For Her Debut, Abi Daré Confronts ‘Dreams and Intelligence That We Kill’",2020-02-01,article,https://www.nytimes.com/2020/02/01/books/abi-dare-girl-with-the-louding-voice-interview.html,"Writing “The Girl With the Louding Voice,” about a 14-year-old employed as a housemaid, challenged how the novelist viewed a common practice in her native Nigeria.","['Books and Literature', 'Women and Girls', 'Writing and Writers']"
Why Jill Biden Is Taking Time Off to Help Her Husband Get a Job,2020-02-01,article,https://www.nytimes.com/2020/02/01/us/politics/joe-jill-biden-2020.html,"She is a forceful surrogate for Joe Biden’s campaign, in part because voters like that she has retained her own professional identity: “I admire how she’s always worked.”","['Presidential Election of 2020', 'United States Politics and Government', 'Primaries and Caucuses']"
When Dressing for Work is Part of the Job,2020-02-01,article,https://www.nytimes.com/2020/02/01/style/when-dressing-for-work-is-part-of-the-job.html,"At Moda Operandi, the luxury runway website, cargo pants won’t do, unless they’re fashion approved.",['Fashion and Apparel']
"On Roofs or in Basements, a New Way to Ice Skate",2020-02-01,article,https://www.nytimes.com/2020/02/01/business/glice-fake-ice-skating-.html,"With stackable plastic panels, a company called Glice wants to be rink-builder to a warming world.","['Ice', 'Ice Skating', 'Hockey, Ice']"
Jay-Z Takes On the Super Bowl,2020-02-01,article,https://www.nytimes.com/2020/02/01/style/jay-z-super-bowl-roc-nation.html,"Why are Roc Nation and the N.F.L. doing business this Super Bowl weekend? Well, social justice is expensive.","['Football', 'Super Bowl', 'Rap and Hip-Hop', 'Black People', 'Blacks', 'your-feed-longreads']"
How Will the Winner of the Iowa Caucuses Be Chosen? Here’s What You Should Know,2020-02-01,article,https://www.nytimes.com/2020/02/01/us/politics/iowa-caucus-delegates-winner.html,"As if the caucusing wasn’t confusing enough, officials will release raw vote totals that could allow candidates to spin the results.","['Presidential Election of 2020', 'Primaries and Caucuses', 'News and News Media']"
"Somewhere Between a Shared Cab and a Private Jet, It’s the Commuter Helicopter",2020-02-01,article,https://www.nytimes.com/2020/02/01/style/wealthy-helicopter.html,"In traffic-clogged cities around the world, the skies are abuzz with helicopters.","['Helicopters', 'Commuting', 'Aviation Accidents, Safety and Disasters', 'High Net Worth Individuals', 'AIRLINES AND AIRPLANES']"
Venezuela’s Capital Is Booming. Is This the End of the Revolution?,2020-02-01,article,https://www.nytimes.com/2020/02/01/world/americas/Venezuela-economy-dollars.html,"American sanctions, intended to oust an authoritarian president, forced changes that have eased tensions and improved life — for some. Others see a more unequal country that has turned away from its socialist-inspired revolution.","['Economic Conditions and Trends', 'Embargoes and Sanctions', 'Income Inequality', 'Politics and Government', 'Regulation and Deregulation of Industry', 'Capitalism (Theory and Philosophy)', 'Nationalization of Industry']"
5 New Standout Resorts in the Caribbean,2020-02-01,article,https://www.nytimes.com/2020/02/01/travel/hotels-caribbean.html,"In the aftermath of hurricanes Irma and Maria, many hoteliers in the Caribbean have regrouped and rebuilt — and are ushering in a new age of hospitality.","['Travel and Vacations', 'Hotels and Travel Lodgings', 'Islands']"
Australian Open: Sofia Kenin Defeats Garbiñe Muguruza for Her First Major Title,2020-02-01,article,https://www.nytimes.com/2020/02/01/sports/tennis/australian-open-sofia-kenin-garbie-muguruza.html,"Kenin, an American in her first Grand Slam final, became the tournament’s youngest singles champion since Maria Sharapova in 2008.","['Australian Open (Tennis)', 'Tennis', 'Age, Chronological', 'Records and Achievements']"
A Wedding Day That Left Them Shook,2020-02-01,article,https://www.nytimes.com/2020/02/01/fashion/weddings/a-wedding-day-that-left-them-shook.html,"Hours after the morning wedding of Lauren Schneider and Lawrence Moss, the couple found themselves on very shaky ground as a 7.7 magnitude earthquake hit Jamaica.",['Weddings and Engagements']
Questions for a Wedding D.J.,2020-02-01,article,https://www.nytimes.com/2020/02/01/fashion/weddings/questions-for-a-wedding-dj.html,"Monique Proctor, who changed her name to DJ Smiles Davis 11 years ago, talks about playlists, fees and her favorite wedding moments.","['Music', 'Weddings and Engagements', 'Disc Jockeys']"
"In a Long History of Sexist Ads and Outrage, It’s the Apology That’s New",2020-02-01,article,https://www.nytimes.com/2020/02/01/business/media/kfc-commercial-sexist.html,"A KFC ad in Australia that infuriated women’s groups showed the power of the #MeToo movement, even as it called back to the many sexist ads of the past.","['ADVERTISING AND MARKETING', '#MeToo Movement', 'Women and Girls', 'Discrimination', 'Social Media', 'Two Thousands (Decade)', ""Women's Rights"", 'Online Advertising']"
A Cancer Patient Stole Groceries Worth $109.63. She Was Sentenced to 10 Months.,2020-02-01,article,https://www.nytimes.com/2020/02/01/us/ashley-menser-cancer-shoplifting-pennsylvania.html,"The lieutenant governor of Pennsylvania, John Fetterman, said the punishment was overly harsh and offered to personally repay the grocery store.","['Criminal Justice', 'Politics and Government', 'Amnesties, Commutations and Pardons', 'Sentences (Criminal)', 'Shoplifting and Employee Theft (Retail)']"
A 2020 Democratic Primary Endorsement Digest,2020-02-01,article,https://www.nytimes.com/article/2020-democratic-presidential-endorsements.html,Joe Biden has a hold on the Democratic establishment. Much of the far left supports Bernie Sanders. Mayors are backing Pete Buttigieg and Mike Bloomberg. And then there are the celebrities.,"['Presidential Election of 2020', 'Endorsements']"
Day 10 of Trump’s Trial: The Anticlimax,2020-02-01,article,https://www.nytimes.com/2020/02/01/opinion/trump-impeachment-senate.html,"With the Senate voting to bar any new witness testimony, the only outstanding question is when President Trump will be acquitted.","['Impeachment', 'Witnesses', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
The Lakers Remember Kobe Bryant With a Game ‘Straight From the Heart’,2020-02-01,article,https://www.nytimes.com/2020/02/01/sports/basketball/kobe-bryant-lebron-james-lakers.html,"The Lakers returned to the court for the first time since the death of Kobe Bryant and eight others in a helicopter crash, playing a game that was more reflection than sport.",['Basketball']
Coronavirus Thwarts Business Travelers Who ‘Need to Be in the Room’,2020-02-01,article,https://www.nytimes.com/2020/02/01/business/coronavirus-business-travel.html,The growing uncertainty over the safety of visiting or leaving China is bedeviling companies around the world.,"['Coronavirus (2019-nCoV)', 'Business Travel', 'Epidemics', 'AIRLINES AND AIRPLANES', 'Travel Warnings']"
"The Best Movies and TV Shows Coming to Netflix, Amazon and More in February",2020-02-01,article,https://www.nytimes.com/2020/02/01/arts/television/new-to-stream-netflix.html,"Every month, subscription streaming services add a new batch of titles to their libraries. Here are our picks for February.","['Television', 'Movies']"
When Did the Super Bowl Halftime Show Become Political?,2020-02-01,article,https://www.nytimes.com/2020/02/01/arts/music/popcast-super-bowl-halftime.html,A conversation about how its meaning has evolved over the last two decades.,"['Music', 'Super Bowl']"
How to Take Equity Out of a Co-op,2020-02-01,article,https://www.nytimes.com/2020/02/01/realestate/how-to-take-equity-out-of-a-co-op.html,"Like banks, co-ops set rules about how much shareholders can borrow. But there are ways to find the equity you seek in your home.","['Real Estate and Housing (Residential)', 'Cooperatives']"
Caramelized! Shallot! Pasta!,2020-02-01,article,https://www.nytimes.com/2020/02/01/admin/caramelized-shallot-pasta.html,"Alison Roman’s new pasta, candied oranges, and more recipes.",[]
"Greece’s Answer to Migrants, a Floating Barrier, Is Called a ‘Disgrace’",2020-02-01,article,https://www.nytimes.com/2020/02/01/world/europe/greece-migrants-floating-barrier.html,"Rights groups have condemned the plan, warning that it would increase the dangers faced by asylum seekers.","['Middle East and Africa Migrant Crisis', 'Border Barriers', 'Smuggling']"
What if Brexit Works?,2020-02-01,article,https://www.nytimes.com/2020/02/01/world/europe/brexit-britain.html,"Britain is remaking itself again. The shape of its society and economy, and its place in the world, are very much up for grabs.","['Great Britain Withdrawal from EU (Brexit)', 'Politics and Government', 'International Trade and World Market', 'Economic Conditions and Trends']"
‘Angels’ in Hell: The Culture of Misogyny Inside Victoria’s Secret,2020-02-01,article,https://www.nytimes.com/2020/02/01/business/victorias-secret-razek-harassment.html,A Times investigation found widespread bullying and harassment of employees and models. The company expresses “regret.”,"['Models (Professional)', 'Lingerie and Underwear', 'Sexual Harassment', 'Women and Girls', 'Discrimination', 'Workplace Hazards and Violations']"
My Culture Is Not Super Bowl Entertainment,2020-02-01,article,https://www.nytimes.com/2020/02/01/opinion/super-bowl-chiefs-native-american.html,The matchup between the Kansas City Chiefs and the San Francisco 49ers brings out the worst Native Americans stereotypes.,"['Football', 'Mascots', 'War Crimes, Genocide and Crimes Against Humanity', 'Airport Security', 'Native Americans', 'Indigenous People']"
Fact-Checking Bernie Sanders Before the Iowa Caucuses,2020-02-01,article,https://www.nytimes.com/2020/02/01/us/politics/bernie-sanders-fact-check.html,"The Vermont senator has made exaggerated claims or statements that lacked context about “Medicare for all,” his antiwar record and his history of bipartisanship.","['Presidential Election of 2020', 'United States Politics and Government', 'Politics and Government']"
‘BoJack Horseman’ Ended With a Necessary Reckoning,2020-02-01,article,https://www.nytimes.com/2020/02/01/opinion/bojack-horseman-final-season.html,The Netflix show forced its problematic lead — and viewers — to confront the consequences of his actions.,"['Television', '#MeToo Movement', 'Sexual Harassment']"
Variety: Acrostic,2020-02-01,article,https://www.nytimes.com/2020/02/01/crosswords/variety-acrostic.html,"Every other Sunday, we complete a full orbit around Emily Cox and Henry Rathvon.",[]
Modi’s Budget Offers Few Solutions to Revive India’s Weak Economy,2020-02-01,article,https://www.nytimes.com/2020/02/01/world/asia/india-modi-economy.html,"As the slowing economy threatens Prime Minister Narendra Modi’s grip on power, the government unveiled a modest budget that one economist called “smoke and mirrors.”","['Politics and Government', 'Budgets and Budgeting', 'Economic Conditions and Trends']"
"Monique Van Vooren, Actress With a Diverse Résumé, Dies at 92",2020-02-01,article,https://www.nytimes.com/2020/02/01/movies/monique-van-vooren-dead.html,Her filmography ranged from “Tarzan and the She-Devil” to “Wall Street.” She also appeared on “Batman” and on game shows and sang in cabarets.,"['Deaths (Obituaries)', 'ACTORS AND ACTRESSES', 'Movies', 'Television']"
Preserving Historic Buildings,2020-02-01,article,https://www.nytimes.com/2020/02/01/opinion/letters/historic-preservation.html,"Have rules limiting changes in historic districts become too restrictive and elitist, as one opinion writer suggested?","['Historic Buildings and Sites', 'Solar Energy']"
Democratic Candidates Focus on All-Consuming Hunger to Unseat Trump,2020-02-01,article,https://www.nytimes.com/2020/02/01/us/politics/2020-electability.html,"With the Iowa caucuses set to kick off the primary season on Monday night, a Democratic race that began as a contest of ideas and ideologies has given way to a fixation on electability.","['Presidential Election of 2020', 'Primaries and Caucuses']"
"At Chelsea, Lampard’s Experiment May Soon Become a Test",2020-02-01,article,https://www.nytimes.com/2020/02/01/sports/soccer/chelsea-leicester-frank-lampard.html,"Chelsea bet on a beloved former player and its young talent this season, and it sits safely in fourth place. But patience will inevitably depend on results.",['Soccer']
"Frank Press, White House Science Adviser, Is Dead at 95",2020-02-01,article,https://www.nytimes.com/2020/02/01/science/frank-press-dead.html,"After serving as President Jimmy Carter’s chief aide on scientific matters, he led the National Academy of Sciences for 12 years.","['Deaths (Obituaries)', 'Cold War Era', 'Science and Technology', 'United States Politics and Government']"
Bloomberg Proposes $5 Trillion in Taxes on the Rich and Corporations,2020-02-01,article,https://www.nytimes.com/2020/02/01/us/politics/michael-bloomberg-tax-plan.html,"Michael R. Bloomberg, the billionaire presidential hopeful, is including more new taxes in his plan than his moderate rival Joe Biden but less than Bernie Sanders or Elizabeth Warren.","['Presidential Election of 2020', 'Federal Taxes (US)', 'Tax Cuts and Jobs Act (2017)', 'Corporate Taxes', 'Income Tax', 'Taxation']"
"As New Coronavirus Spread, China’s Old Habits Delayed Fight",2020-02-01,article,https://www.nytimes.com/2020/02/01/world/asia/china-coronavirus.html,"At critical turning points, Chinese authorities put secrecy and order ahead of openly confronting the growing crisis and risking public alarm or political embarrassment.","['Coronavirus (2019-nCoV)', 'Politics and Government', 'Epidemics', 'SARS (Severe Acute Respiratory Syndrome)']"
WeWork Names Veteran Real Estate Executive as New Chief,2020-02-01,article,https://www.nytimes.com/2020/02/01/business/wework-chief-executive.html,"Sandeep Mathrani will take over the operator of shared office space, which was on the brink of financial collapse last year.","['Appointments and Executive Changes', 'Real Estate (Commercial)', 'Co-Working', 'Renting and Leasing (Real Estate)']"
"Trump Threw Weighty Refugee Decisions to Local Government, With Painful Results",2020-02-01,article,https://www.nytimes.com/2020/02/01/world/africa/trump-refugees-local-governments.html,President Trump’s executive order granting local officials veto power over refugee resettlement has divided communities and left immigrants feeling unwanted.,"['Executive Orders and Memorandums', 'Refugees and Displaced Persons', 'Local Government', 'Immigration and Emigration', 'Vetoes (US)', 'United States Politics and Government']"
"U.S. Tweets Support for Iranian Chess Official, but Ban Wouldn’t Let Her In",2020-02-01,article,https://www.nytimes.com/2020/02/01/us/shohreh-bayat-chess-head-scarf.html,American embassies appeared to sympathize with an Iranian woman who feared returning to Iran after an image of her looking like she was not wearing a hijab circulated online.,"['Chess', 'Muslim Veiling', 'United States Politics and Government', 'Muslims and Islam', 'Women and Girls']"
"While Stained in History, Trump Will Emerge From Trial Triumphant and Unshackled",2020-02-01,article,https://www.nytimes.com/2020/02/01/us/politics/trump-impeachment-trial.html,"His acquittal in the Senate assured, the emboldened president will take his victory and grievance to the campaign trail, no longer worried about congressional constraint.","['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Presidential Election of 2020', 'United States Politics and Government']"
I Went to a Brexit Celebration Party,2020-02-01,article,https://www.nytimes.com/2020/02/01/opinion/brexit-party.html,And I had a serious conversation about post-Brexit trade negotiations with a man dressed as King Richard the Lionheart.,['Great Britain Withdrawal from EU (Brexit)']
NOAA Leaders Privately Disowned Agency’s Rebuke of Scientists Who Contradicted Trump,2020-02-01,article,https://www.nytimes.com/2020/02/01/climate/noaa-trump-hurricane-dorian.html,Newly released emails show officials at NOAA told the agency’s scientists it did “not approve or support” a controversial agency statement issued after the president falsely said that Alabama was at risk from Hurricane Dorian.,"['Hurricane Dorian (2019)', 'Hurricanes and Tropical Storms', 'United States Politics and Government']"
"Trump, Unrepentant and Unleashed",2020-02-01,article,https://www.nytimes.com/2020/02/01/opinion/sunday/trump-impeachment-trial-witnesses.html,"The diabolical duo of Donald and Mitch, serving their own interests, not the national one.","['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government', 'Presidential Election of 2020']"
The Only Way to Remove Trump,2020-02-01,article,https://www.nytimes.com/2020/02/01/opinion/sunday/trump-2020-democrats.html,"To eject the president, you need to beat him.","['Presidential Election of 2020', 'Impeachment', 'United States Politics and Government']"
She Helped a Customer in Need. Then U.S. Bank Fired Her.,2020-02-01,article,https://www.nytimes.com/2020/02/01/opinion/sunday/us-bank-fired-employee.html,This from a company that says employees should “do the right thing.”,"['Corporate Social Responsibility', 'Banking and Financial Institutions', 'Labor and Jobs']"
"More Money, More Problems for Democracy",2020-02-01,article,https://www.nytimes.com/2020/02/01/opinion/sunday/trump-tape-fundraiser.html,Countering private campaign funding with public campaign funding is the most viable way to limit the political influence of the wealthy.,"['Campaign Finance', 'Elections', 'Citizens United v Federal Election Commission (Supreme Court Decision)', 'Corruption (Institutional)', 'Presidential Election of 2020', 'United States Politics and Government', 'High Net Worth Individuals']"
Mayor Pete’s Gay Reckoning,2020-02-01,article,https://www.nytimes.com/2020/02/01/opinion/sunday/pete-buttigieg-iowa.html,"Win or lose in Iowa, Buttigieg has challenged and changed America.","['Presidential Election of 2020', 'Homosexuality and Bisexuality', 'Primaries and Caucuses', 'Debates (Political)', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Polls and Public Opinion', 'Religion and Belief', 'Voting and Voters', 'Black People', 'Blacks']"
