headline,date,doc_type,material_type,snippet,keywords
‘So Much Hatred’: Jury Foreman Shaken by Evidence in Arbery Trial,2022-03-01,article,https://www.nytimes.com/2022/03/01/us/arbery-trial-juror-marcus-ransom.html,"With so much evidence of racism, said Marcus Ransom, the only Black man on the jury, it was not difficult to find Ahmaud Arbery’s murderers guilty of hate crimes.","['Murders, Attempted Murders and Homicides', 'Black People', 'Blacks', 'Hate Crimes', 'Civil Rights and Liberties', 'Jury System']"
"The Pfizer vaccine is less effective in 5- to 11-year-olds than in older groups, new data show.",2022-03-01,article,https://www.nytimes.com/2022/02/28/world/the-pfizer-vaccine-is-less-effective-in-5-to-11-year-olds-than-in-older-groups-new-data-show.html,,[]
Biden will lay out new nursing home protections in his State of the Union speech.,2022-03-01,article,https://www.nytimes.com/2022/03/01/world/americas/biden-will-lay-out-new-nursing-home-protections-in-his-state-of-the-union-speech.html,,[]
How ‘Multiculturalism’ Became a Bad Word in South Korea,2022-03-01,article,https://www.nytimes.com/2022/03/01/world/asia/south-korea-diversity-muslims.html,A mosque dispute in a conservative city has forced some South Koreans to confront what it means to live in an increasingly diverse society.,"['Discrimination', 'Korean-Americans', 'Immigration and Emigration', 'Mosques', 'Illegal Immigration', 'Human Rights and Human Rights Violations', 'Muslims and Islam', 'Race and Ethnicity']"
San Francisco’s D.A. Says Angry Elites Want Him Out of Office,2022-03-01,multimedia,https://www.nytimes.com/interactive/2022/03/01/magazine/chesa-boudin-interview.html,"“We’re not dealing with a grass-roots movement,” Chesa Boudin said. “We’re dealing with a small number of wealthy individuals.”","['Robberies and Thefts', 'Elections, District Attorneys', 'High Net Worth Individuals', 'Prisons and Prisoners', 'Murders, Attempted Murders and Homicides']"
"Watching the War in Ukraine, Taiwanese Draw Lessons in Self-Reliance",2022-03-01,article,https://www.nytimes.com/2022/03/01/world/asia/ukraine-taiwan-china-russia.html,"Many in Taiwan see parallels with Ukraine. “We must use this time of peace to prepare for the worst,” says a nonprofit working to promote civil defense.","['Russian Invasion of Ukraine (2022)', 'Defense and Military Forces', 'War and Armed Conflicts', 'United States International Relations']"
M.L.B. and Players End Negotiation Marathon Without a Deal,2022-03-01,article,https://www.nytimes.com/2022/03/01/sports/baseball/mlb-lockout.html,The league announced on Tuesday that it would delay the start of the 2022 regular season after it failed to reach a new collective bargaining agreement with the players’ union.,"['Baseball', 'Lockouts']"
"In Ukraine, the Men Who Must Stay and Fight",2022-03-01,article,https://www.nytimes.com/2022/03/01/podcasts/the-daily/ukraine-russia-kyiv-civilian-military.html,"As hundreds of thousands of citizens flee the Russian advance, the country’s government has ordered men ages 18 to 60 to remain.","['Russian Invasion of Ukraine (2022)', 'Defense and Military Forces', 'Martial Law', 'Refugees and Displaced Persons', 'audio-negative-sad', 'audio-negative-tragedy']"
"U.S. schools are back in person, but many children aren’t back to full time.",2022-03-01,article,https://www.nytimes.com/2022/02/28/world/school-is-back-in-person-but-many-children-arent-back-to-full-time.html,,[]
A Bad Start for Russia,2022-03-01,article,https://www.nytimes.com/2022/03/01/briefing/russia-invasion-ukraine-fighting.html,But many experts are worried about what happens next.,"['internal-storyline-no', 'Russian Invasion of Ukraine (2022)', 'Defense and Military Forces', 'Politics and Government', 'War and Armed Conflicts', 'Ruble (Currency)']"
‘The Jump’ Review: A Seaman’s Story of a Daring Escape,2022-03-01,article,https://www.nytimes.com/2022/03/01/movies/the-jump-review.html,This documentary looks back at a Cold War defection drama that took place off the coast of Massachusetts.,"['Documentary Films and Programs', 'Cold War Era', 'United States Defense and Military Forces']"
"For Today’s Cocktails and Tonics, Flowers Are So Much More Than a Garnish",2022-03-01,article,https://www.nytimes.com/2022/03/01/t-magazine/flowers-cocktails-drinks.html,"From hibiscus to borage to violet, blooms are showing up in drinks and lending them beauty, decadence and a flavor all their own.","['Flowers and Plants', 'Cocktails and Mixed Drinks', 'Alcoholic Beverages', 'Tea']"
"In Germany, the merging of a protest movement against Covid measures with the far right takes a sinister turn.",2022-03-01,article,https://www.nytimes.com/2022/03/01/world/europe/01virus-briefing-germany-protests.html,"In the former Communist East, security officials worry that a long-running movement against Covid restrictions is becoming an incubator of political violence.","['Vaccination and Immunization', 'Coronavirus (2019-nCoV)']"
The First Great Designer of 2022,2022-03-01,article,https://www.nytimes.com/2022/03/01/style/glenn-martens-diesel-y-project-gaultier.html,Glenn Martens is no longer a niche taste.,"['Content Type: Personal Profile', 'Fashion and Apparel', 'Milan Fashion Week', 'your-feed-fashion']"
Queen Elizabeth resumes work 9 days after a positive coronavirus test.,2022-03-01,article,https://www.nytimes.com/2022/03/01/world/europe/queen-elizabeth-covid-free.html,"The British monarch is feeling well enough to return to her duties, Buckingham Palace said, easing concerns about the 95-year-old’s health.","['Coronavirus (2019-nCoV)', 'Politics and Government', 'Vaccination and Immunization']"
"Weekly News Quiz for Students: Ukraine Invasion, C.D.C. Guidelines, Women’s Soccer",2022-03-01,multimedia,https://www.nytimes.com/interactive/2022/03/01/learning/01Student-News-Quiz.html,Have you been paying attention to the news recently? See how many of these 10 questions you can get right.,[]
