headline,date,doc_type,material_type,snippet,keywords
"No Corrections: Nov. 1, 2021",2021-11-01,article,https://www.nytimes.com/2021/11/01/pageoneplus/no-corrections-nov-1-2021.html,"No corrections appeared in print on Monday, Nov. 1, 2021.",[]
What’s on TV This Week: ‘The Oratorio’ and ‘Dexter: New Blood’,2021-11-01,article,https://www.nytimes.com/2021/11/01/arts/television/whats-on-tv-this-week-the-oratorio-and-dexter-new-blood.html,Martin Scorsese hosts an hourlong documentary on PBS. And the serial-killer drama “Dexter” returns to Showtime (with a new subtitle).,"['Television', 'Movies']"
Would Russia or China Help Us if We Were Invaded by Space Aliens?,2021-11-01,article,https://www.nytimes.com/2021/11/01/opinion/climate-glasgow-russia-china.html,"We now face a similar, world-stressing threat from a much more familiar and once seemingly benign force: our climate.","['United States International Relations', 'Greenhouse Gas Emissions', 'Carbon Dioxide', 'United Nations Framework Convention on Climate Change']"
New Zealand Held a Bird Contest. A Bat Won.,2021-11-01,article,https://www.nytimes.com/2021/11/01/world/asia/new-zealand-bird-bats.html,"The long-tailed bat, one of the country’s only two native land mammals, flew away with the top prize.","['Birds', 'Bats', 'Contests and Prizes']"
Some Australians are allowed to return home as border rules ease.,2021-11-01,article,https://www.nytimes.com/2021/11/01/world/australia/australia-border-reopening-covid.html,"After 18 months of strict measures to combat the pandemic, the states of New South Wales and Victoria relaxed restrictions on citizens and permanent residents seeking to travel back from overseas.","['Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)']"
Spelling Bee Forum,2021-11-01,article,https://www.nytimes.com/2021/11/01/crosswords/spelling-bee-forum.html,Feeling stuck on today’s puzzle? We can help.,[]
"To Protest Iran’s Anti-Gay Abuses, an Artist Painted a Dictator’s Car",2021-11-01,article,https://www.nytimes.com/2021/11/01/business/art-car-iran.html,"“Wherever there is injustice, we need to talk about it,” Alireza Shojaian said.","['Automobiles', 'Homosexuality and Bisexuality', 'Human Rights and Human Rights Violations', 'Art', 'Discrimination']"
Banks Tried to Kill Crypto and Failed. Now They’re Embracing It (Slowly).,2021-11-01,article,https://www.nytimes.com/2021/11/01/business/banks-crypto-bitcoin.html,Digital payments technology is forcing the financial system to evolve. Banks feel their power waning and want to regain control.,"['Banking and Financial Institutions', 'Virtual Currency', 'Bitcoin (Currency)', 'US Dollar (Currency)', 'Currency', 'Blockchain (Technology)', 'Regulation and Deregulation of Industry']"
What Does It Mean to Be a New York Democrat These Days?,2021-11-01,article,https://www.nytimes.com/2021/11/01/nyregion/democratic-party-ny.html,A series of Election Day contests may serve as a barometer of how far left Democratic voters in New York State want their party to go.,"['Politics and Government', 'Elections, Mayors', 'Elections, Governors', 'Elections, City Councils']"
BIPOC or POC? Equity or Equality? The Debate Over Language on the Left.,2021-11-01,article,https://www.nytimes.com/2021/11/01/us/terminology-language-politics.html,"For those pushing for changes in society on race and other issues, words matter. They can also muddle.","['English Language', 'Discrimination', 'Race and Ethnicity', 'Gender', 'Black People', 'Blacks', 'Transgender and Transsexuals', 'Hispanic-Americans', 'Homosexuality and Bisexuality']"
"Quotation of the Day: On the Left, a New Scramble Over the Right Words to Say",2021-11-01,article,https://www.nytimes.com/2021/11/01/todayspaper/quotation-of-the-day-on-the-left-a-new-scramble-over-the-right-words-to-say.html,"Quotation of the Day for Monday, November 1, 2021.",[]
Run the Numbers: Exploring the Math Behind Any N.F.L. Team’s Playoff Chances,2021-11-01,article,https://www.nytimes.com/2021/11/01/learning/lesson-plans/run-the-numbers-exploring-the-math-behind-any-nfl-teams-playoff-chances.html,"In this lesson, students use math, probability and computer simulations to estimate their N.F.L. team’s chances of playing in the postseason.",[]
Climate conference kicks off in Glasgow with floods and low expectations.,2021-11-01,article,https://www.nytimes.com/2021/11/01/world/europe/climate-conference-kicks-off-in-glasgow-with-floods-and-low-expectations.html,,[]
Michael Bloomberg announces an effort to shut down coal in 25 countries.,2021-11-01,article,https://www.nytimes.com/2021/11/01/world/michael-bloomberg-announces-an-effort-to-shut-down-coal-in-25-countries.html,,[]
"James Staley, Barclays’s C.E.O., steps down after a Jeffrey Epstein inquiry.",2021-11-01,article,https://www.nytimes.com/2021/10/24/business/james-staley-barclays-jeffrey-epstein.html,British regulators investigated how the bank executives characterized his ties with the disgraced financier.,"['Appointments and Executive Changes', 'Banking and Financial Institutions', 'Ethics and Official Misconduct', 'Child Abuse and Neglect', 'Prostitution', 'Sex Crimes', 'Human Trafficking']"
What to watch for on Monday at COP26.,2021-11-01,article,https://www.nytimes.com/2021/11/01/world/europe/what-to-watch-monday-cop26.html,"Prime Minister Boris Johnson was first to welcome leaders, who will then lay out “concrete actions and credible plans.” David Attenborough and Prince Charles are also speaking.","['United Nations Framework Convention on Climate Change', 'Global Warming']"
One Final Day of Campaigning,2021-11-01,article,https://www.nytimes.com/2021/11/01/nyregion/one-final-day-of-campaigning.html,The elections for mayor in New York City and Buffalo could signal the direction of the Democratic Party in the state.,"['Politics and Government', 'Elections, Mayors', 'Police Brutality, Misconduct and Shootings']"
"Biden’s Glasgow pitch: This time, the U.S. is serious about climate change.",2021-11-01,article,https://www.nytimes.com/2021/11/01/world/bidens-glasgow-pitch-this-time-the-us-is-serious-about-climate-change.html,,[]
Kenneth Branagh Is Finally Processing His Childhood Trauma,2021-11-01,multimedia,https://www.nytimes.com/interactive/2021/11/01/magazine/kenneth-branagh-interview.html,“I hesitate to use the word … a cardinal sin for my parents was to be suggesting that anything you’d been through was worthy of categorizing in such a way.”,"['Content Type: Personal Profile', 'Movies', 'Actors and Actresses']"
What Is a Meaningful Family Relationship That You Have?,2021-11-01,article,https://www.nytimes.com/2021/11/01/learning/what-is-a-meaningful-family-relationship-that-you-have.html,Why is this person special to you?,[]
"Sex Bots, Religion and the Wild World of A.I.",2021-11-01,article,https://www.nytimes.com/2021/11/01/opinion/sway-kara-swisher-jeanette-winterson.html,The writer Jeanette Winterson explores the wild world unfolding alongside the rise of artificial intelligence.,"['Artificial Intelligence', 'Computers and the Internet', 'audio-neutral-informative']"
"I Just Turned 60, but I Still Feel 22",2021-11-01,article,https://www.nytimes.com/2021/11/01/opinion/turning-60-aging.html,Sorrow in the face of aging would be a poor response to this good fortune.,"['Content Type: Personal Profile', 'Age, Chronological', 'Coronavirus (2019-nCoV)']"
What We’re Watching on Election Day and Movie Night,2021-11-01,article,https://www.nytimes.com/2021/11/01/opinion/mcauliffe-youngkin-manchin-minneapolis.html,"Some politicians we don’t love, some movies we do.","['United States Politics and Government', 'Tax Shelters', 'Corporate Taxes', 'Crime and Criminals', 'Education (K-12)', 'Police Brutality, Misconduct and Shootings', 'Movies', 'Alternative and Renewable Energy']"
"Laugh at the ‘S.N.L.’ School Board Skit, Take Your Local Politics Seriously",2021-11-01,article,https://www.nytimes.com/2021/11/01/opinion/school-board-saturday-night-live.html,"If you’re tired of politics as usual, give local democracy a chance. ","['Local Government', 'United States Politics and Government', 'Education (K-12)', 'School Boards']"
Shopping for Alarm Clocks,2021-11-01,article,https://www.nytimes.com/2021/11/01/realestate/shopping-for-alarm-clocks.html,Because it’s the time of year when we could all use a little extra help waking up.,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Furniture', 'Design', 'Watches and Clocks']"
"If the New Supreme Court Stymies Gun Safety Laws, What Comes Next?",2021-11-01,article,https://www.nytimes.com/2021/11/01/opinion/supreme-court-gun-control.html,"If gun safety activists want their agenda to survive, they will have to stop trying to ban guns — and focus instead on reducing the violence  those guns bring.","['Gun Control', 'Mass Shootings', 'Law and Legislation', 'Second Amendment (US Constitution)', 'Constitution (US)']"
Can Supersonic Air Travel Fly Again?,2021-11-01,article,https://www.nytimes.com/2021/11/01/business/supersonic-plane-travel-concorde.html,"The key to its revival may be a breakthrough in creating a quieter sonic boom. The challenges, though, are significant.","['AIRLINES AND AIRPLANES', 'Travel and Vacations']"
Supreme Court Hints That It May Allow Challenge to Texas Abortion Law,2021-11-01,article,https://www.nytimes.com/2021/11/01/us/politics/texas-abortion-law-supreme-court.html,"In two arguments on Monday, the justices considered challenges from abortion providers and the Biden administration to a law that bans abortions after about six weeks.","['Abortion', 'Law and Legislation', 'Suits and Litigation (Civil)', 'United States Politics and Government', 'Federal-State Relations (US)']"
The Accidental Wine Educator,2021-11-01,article,https://www.nytimes.com/2021/11/01/dining/drinks/kevin-zraly-wine.html,"Over the last 50 years, America has become the world’s leading wine consumer. Kevin Zraly has had a lot to do with that.","['Wines', 'Content Type: Personal Profile', 'World Trade Center (Manhattan, NY)']"
Supreme Court Tries to Tame Unruly Oral Arguments,2021-11-01,article,https://www.nytimes.com/2021/11/01/us/supreme-court-oral-arguments.html,"The court, which is hearing major cases on abortion and guns, has revised its procedures to make sure that all justices are heard.","['Workplace Environment', 'Discrimination', 'Women and Girls']"
The TV Hit That Wasn’t,2021-11-01,article,https://www.nytimes.com/2021/11/01/business/media/american-crime-story-streaming.html,"There was a lot of advance hype for the FX series “Impeachment: American Crime Story.” But it won’t be available on any major streaming platform for another 10 months, and that’s a problem in 2021.","['Television', 'Cable Television', 'Video Recordings, Downloads and Streaming', 'Ratings (Audience Measurement)']"
"After the Flood, It’s Not Just ‘About the Coming Back’",2021-11-01,article,https://www.nytimes.com/2021/11/01/business/millburn-hurricane-ida-flooding.html,"Following the devastation wrought by Hurricane Ida in Millburn, N.J., small business owners are facing an uncertain future, even as the community rallies to help.","['Hurricane Ida (2021)', 'Floods', 'Small Business', 'Shopping and Retail']"
"Desperate for Housing Options, Communities Turn to Ballot Initiatives",2021-11-01,article,https://www.nytimes.com/2021/11/01/us/politics/ballot-initiatives-voters-voting.html,"Cities and counties will vote on measures, like tax increases and curbs on Airbnb, aimed at creating more affordable housing.","['Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Affordable Housing', 'Shortages', 'Referendums']"
N.Y. Cabbies Stage Hunger Strike for More Aid: ‘We’re Not Backing Down’,2021-11-01,article,https://www.nytimes.com/2021/11/01/nyregion/ny-taxi-drivers-hunger-strike.html,"After exploitative loans buried taxi drivers under crushing debt, some cabbies say the city’s $65 million rescue package does not go far enough.","['Taxicabs and Taxicab Drivers', 'Credit and Debt', 'Hunger Strikes', 'Politics and Government']"
The Stunning Grandeur of Soviet-Era Metros,2021-11-01,article,https://www.nytimes.com/2021/11/01/travel/soviet-era-metros.html,"Between 2014 and 2020, Frank Herfort visited more than 770 metro stations in 19 cities, creating a remarkable archive of architectural and artistic splendor.","['Subways', 'Photography', 'Transit Systems', 'Travel and Vacations', 'Stations and Terminals (Passenger)']"
A Timeline of the Kyle Rittenhouse Shootings and His Trial,2021-11-01,article,https://www.nytimes.com/article/kyle-rittenhouse-shooting-timeline.html,"Here are the events that led to Mr. Rittenhouse, 18, standing trial in the fatal shootings of two men and the wounding of another in Kenosha, Wis.","['George Floyd Protests (2020)', 'Black Lives Matter Movement', 'Murders, Attempted Murders and Homicides', 'Police Brutality, Misconduct and Shootings']"
Greta Thunberg joins a protest in Glasgow.,2021-11-01,article,https://www.nytimes.com/2021/11/01/world/europe/greta-thunberg-cop26-glasgow.html,"The activist, whose solo climate strikes in 2018 helped fuel a youth climate movement, was greeted like a rock star upon arriving in the city, according to videos.","['United Nations Framework Convention on Climate Change', 'Global Warming']"
Roe Is as Good as Gone. It’s Time for a New Strategy.,2021-11-01,article,https://www.nytimes.com/2021/11/01/opinion/roe-v-wade-abortion-supreme-court.html,Abortion-right supporters need to stop banging our heads against the Supreme Court’s marble walls.,"['Abortion', 'Roe v Wade (Supreme Court Decision)', 'Law and Legislation', 'United States Politics and Government', ""Women's Rights""]"
How Much Do You Know About the Solomon Islands?,2021-11-01,multimedia,https://www.nytimes.com/interactive/2021/11/01/learning/SolomonIslands-Geography-Quiz.html,"Can you find Solomon Islands on a map? What else do you know about this South Pacific island nation with about 350,000 people.",[]
"Who’s attending (Biden and Modi), and who isn’t (Putin and Xi).",2021-11-01,article,https://www.nytimes.com/2021/11/01/world/europe/cop26-global-leaders-attending.html,The presence of heads of state and government is not just symbolic. Real work gets done among leaders that cannot happen among lower-level diplomats.,"['Greenhouse Gas Emissions', 'United Nations Framework Convention on Climate Change']"
Why Do So Many Traffic Stops Go Wrong?,2021-11-01,article,https://www.nytimes.com/2021/11/01/podcasts/the-daily/police-killings-traffic-stops.html,A Times investigation showed that hundreds of unarmed drivers and passengers died at the hands of the police in recent years.,"['audio-negative-sad', 'audio-neutral-informative', 'Police Brutality, Misconduct and Shootings', 'Black People', 'Blacks', 'Police']"
"A World Series of Relievers, Like It or Not",2021-11-01,article,https://www.nytimes.com/2021/11/01/sports/baseball/astros-braves-world-series-relievers.html,"Injuries have forced things to extremes for both Houston and Atlanta, with bullpens accounting for more than 60 percent of all innings pitched. This was not by design.","['Baseball', 'World Series']"
John Kerry is already looking toward next year to push countries to do more.,2021-11-01,article,https://www.nytimes.com/2021/11/01/world/john-kerry-cop26.html,"“Glasgow was never ever going to get every country joining up,” Mr. Kerry said. He’s already looking to next year to build on pledges that nations have made and push them to do more.","['United Nations Framework Convention on Climate Change', 'Global Warming']"
How to Prevent Climate Disasters,2021-11-01,article,https://www.nytimes.com/2021/11/01/briefing/cop26-climate-conference-emissions.html,World leaders are in Glasgow.,[]
China’s push to burn more coal puts climate goals at risk.,2021-11-01,article,https://www.nytimes.com/2021/11/01/world/chinas-push-to-burn-more-coal-puts-climate-goals-at-risk.html,,[]
"N.Y.C.’s vaccination rate for city workers climbs to 91 percent, and 9,000 are put on unpaid leave.",2021-11-01,article,https://www.nytimes.com/2021/11/01/nyregion/new-york-vaccine-mandate.html,"Mayor Bill de Blasio said the city was running smoothly despite the absences, and urged workers to get vaccinated and return to work.","['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Fires and Firefighters']"
Why Jeffrey Epstein Cost Barclays’s C.E.O. His Job,2021-11-01,article,https://www.nytimes.com/2021/11/01/business/dealbook/staley-barclays-epstein.html,British regulators had examined what Jes Staley told his bank’s board about ties to the disgraced financier.,"['Banking and Financial Institutions', 'Appointments and Executive Changes', 'Virtual Currency']"
Stream These 11 Titles Before They Leave Netflix in November,2021-11-01,article,https://www.nytimes.com/2021/11/01/arts/television/netflix-expiring-november.html,"Jack Black, Michael B. Jordan, Matthew McConaughey: A lot of favorites are leaving for U.S. subscribers this month.","['Movies', 'Television']"
Thailand reopens to tourists from 63 countries without requiring quarantine.,2021-11-01,article,https://www.nytimes.com/2021/11/01/world/asia/thailand-reopens-tourists-quarantine.html,"About a fifth of the nation’s economy depends on the vacation industry. Before the pandemic, the country was one of the world’s top destinations, drawing nearly 40 million visitors in 2019.","['Travel and Vacations', 'Coronavirus (2019-nCoV)', 'Quarantines']"
Are Global Warming Summits Still Cool?,2021-11-01,article,https://www.nytimes.com/2021/11/01/us/ca-global-warming-summits.html,California’s delegation to the U.N. climate summit won’t include Gov. Gavin Newsom or the state’s last two governors.,"['United Nations Framework Convention on Climate Change', 'Greenhouse Gas Emissions', 'Global Warming']"
7 Takeaways From Huma Abedin’s Memoir,2021-11-01,article,https://www.nytimes.com/2021/11/01/books/huma-abedin-book-weiner-hillary-clinton.html,"In her new memoir, “Both/And,” Hillary Clinton’s longtime aide opens up about her ex-husband, the 2016 election and more.","['Books and Literature', 'Content Type: Personal Profile', 'United States Politics and Government', 'Ethics and Official Misconduct', 'ADULTERY']"
Huma Abedin Has Been to Hell and Back. Now She’s Gingerly Telling the Tale.,2021-11-01,article,https://www.nytimes.com/2021/11/01/books/review/both-and-huma-abedin.html,"“Both/And” may not be the most introspective memoir, but it gives readers a front-row view of heartache and humiliation.","['audio-neutral-informative', 'Books and Literature', 'Content Type: Personal Profile', 'United States Politics and Government']"
What You Get for $4.5 Million in California,2021-11-01,multimedia,https://www.nytimes.com/slideshow/2021/11/01/realestate/what-you-get-for-4-5-million-in-california.html,"A 1912 Beaux-Arts home in San Francisco, a four-bedroom house in Mill Valley and a penthouse loft in an Art Deco building in Los Angeles.",['Real Estate and Housing (Residential)']
$4.5 Million Homes in California,2021-11-01,article,https://www.nytimes.com/2021/11/01/realestate/home-prices-california.html,"A 1912 Beaux-Arts home in San Francisco, a four-bedroom house in Mill Valley and a penthouse loft in an Art Deco building in Los Angeles.",['Real Estate and Housing (Residential)']
Choose Me! Rose-worthy Romance Novels,2021-11-01,article,https://www.nytimes.com/2021/11/01/books/review/new-romance-novels.html,This month’s column includes two books set in the funhouse-mirror world of reality TV and another that takes place in the Alaskan wilderness.,['Books and Literature']
The ‘Philly Special’ Comes to New York,2021-11-01,multimedia,https://www.nytimes.com/interactive/2021/11/01/sports/football/philly-special-jets-giants.html,The Jets and the Giants have both used the trick play within the last two weeks. See how they did it.,['Football']
The U.N. leader warns that the world faces a ‘climate catastrophe.’,2021-11-01,article,https://www.nytimes.com/2021/11/01/world/europe/cop26-climate-antonio-guterres.html,He urged countries to review their climate pledges annually rather than every five years as called for in the 2015 Paris accord.,"['United Nations Framework Convention on Climate Change', 'Greenhouse Gas Emissions', 'Global Warming', 'International Relations']"
Handball Federation Ends Bikini Bottom Requirement for Women,2021-11-01,article,https://www.nytimes.com/2021/11/01/sports/women-beach-handball-bikini.html,"After outrage over a fine levied against the Norwegian women’s beach handball team for competing in shorts, the sport’s international federation said it was changing its rules.","['Women and Girls', 'Uniforms', 'Team Handball', 'Fines (Penalties)', 'Discrimination']"
Here’s what the Texas law prohibits.,2021-11-01,article,https://www.nytimes.com/2021/11/01/us/politics/texas-abortion-law-facts.html,"Abortions are now illegal in Texas after “cardiac activity” is detectable, usually at around six weeks of pregnancy.","['Abortion', 'Content Type: Service']"
David Attenborough urges summit participants to help ‘rewrite our story.’,2021-11-01,article,https://www.nytimes.com/2021/11/01/world/europe/david-attenborough-cop26.html,"“If working apart we are force powerful enough to destabilize our planet,” the naturalist said, “surely working together we are powerful enough to save it.”","['Global Warming', 'United Nations Framework Convention on Climate Change']"
Europe Fears That Rising Cost of Climate Action Is Stirring Anger,2021-11-01,article,https://www.nytimes.com/2021/11/01/business/energy-environment/europe-climate-action-cost.html,Memories of the Yellow Vest movement are prompting officials to ensure that spiking energy prices don’t fuel inequality or populist discontent.,"['Economic Conditions and Trends', 'Income Inequality', 'Global Warming', 'Greenhouse Gas Emissions', 'Alternative and Renewable Energy', 'Prices (Fares, Fees and Rates)', 'Yellow Vests Movement', 'Politics and Government', 'Demonstrations, Protests and Riots']"
Why is it so hard to challenge the Texas law?,2021-11-01,article,https://www.nytimes.com/2021/11/01/us/politics/challenging-the-texas-abortion-law.html,"The structure of the law, which delegates enforcement authority to millions of people, means there is no obvious person whom its opponents can sue.",[]
A 6-Hour Opera in a Pandemic? The Met Goes for It.,2021-11-01,article,https://www.nytimes.com/2021/11/01/arts/music/met-opera-meistersinger-wagner.html,"As some try to lure audiences back with short programs, the Metropolitan Opera is staging its longest work: Wagner’s “Die Meistersinger.”","['Opera', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)']"
The official global virus death toll has passed five million. The full count is undoubtedly higher.,2021-11-01,article,https://www.nytimes.com/2021/11/01/world/5-million-covid-deaths.html,"Many countries do not accurately report their figures, and many Covid deaths are misattributed, experts say.","['Coronavirus (2019-nCoV)', 'Deaths (Fatalities)', 'Vaccination and Immunization']"
"Marc Hearron, attorney for abortion providers, has deep Texas ties.",2021-11-01,article,https://www.nytimes.com/2021/11/01/us/politics/marc-hearron-abortion-supreme-court.html,Mr. Hearron has worked on pro bono cases involving reproductive rights and L.G.B.T.Q. rights.,"['Law and Legislation', 'Abortion']"
"After Violent Standoff, Pakistan Strikes Deal With Banned Islamist Group",2021-11-01,article,https://www.nytimes.com/2021/11/01/world/asia/pakistan-protests-negotiations-tlp.html,"The pact, announced Sunday, defused a crisis that had paralyzed several cities, but it also highlighted the government’s struggle to assert itself against religious extremists.","['Demonstrations, Protests and Riots', 'Politics and Government', 'Muslims and Islam', 'Terrorism']"
"Judd Stone II, the Texas solicitor general, makes his Supreme Court debut.",2021-11-01,article,https://www.nytimes.com/2021/11/01/us/politics/judd-stone-abortion.html,Stone is a former clerk to Justice Antonin Scalia and former chief counsel to Senator Ted Cruz.,[]
"Muriel Lezak, Leading Authority on Brain Injuries, Dies at 94",2021-11-01,article,https://www.nytimes.com/2021/11/01/science/muriel-lezak-dead.html,"A neuropsychologist, she wrote a textbook that became an essential guide to describing and evaluating brain damage and dysfunction.","['Deaths (Obituaries)', 'Traumatic Brain Injury', 'Psychology and Psychologists', 'Brain', 'Sports Injuries', 'Research']"
A Special Steak Dinner,2021-11-01,article,https://www.nytimes.com/2021/11/01/dining/a-special-steak-dinner.html,"Take care when plating these steak mock frites and side salad, if only because it’s fun and looks elegant.","['Cooking and Cookbooks', 'Content Type: Service']"
Audra McDonald to Star in ‘Ohio State Murders’ on Broadway,2021-11-01,article,https://www.nytimes.com/2021/11/01/theater/ohio-state-murders-broadway.html,"The production brings the world of the playwright Adrienne Kennedy, 90, to Broadway for the first time.","['Theater', 'Actors and Actresses']"
How the Pandemic Has Added to Labor Unrest,2021-11-01,article,https://www.nytimes.com/2021/11/01/business/economy/strikes-labor-pandemic.html,"While big companies wield considerable power, Covid’s economic disruption has given workers new leverage, contributing to a recent upturn in strikes.","['Strikes', 'Labor and Jobs', 'Organized Labor', 'Coronavirus (2019-nCoV)', 'Factories and Manufacturing', 'United States Economy', 'Wages and Salaries']"
"Readers’ Farewell to Nicholas Kristof, ‘One of a Kind’",2021-11-01,article,https://www.nytimes.com/2021/11/01/opinion/letters/nicholas-kristof-farewell.html,"Sampling the praise for Mr. Kristof, who left The Times and is running for governor of Oregon. Also: Responses to Senator Josh Hawley; boosters; UC Hastings.","['United States Politics and Government', 'International Trade and World Market', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Native Americans']"
Will Justice Brett Kavanaugh change his position?,2021-11-01,article,https://www.nytimes.com/2021/11/01/us/politics/brett-kavanaugh-abortion.html,"Justice Kavanaugh has consistently supported abortion restrictions, but occasionally stakes out more moderate positions than his colleagues.",[]
Egypt Poised to Expand Security Powers of President and Military,2021-11-01,article,https://www.nytimes.com/2021/11/01/world/middleeast/egypt-security-military.html,"Amendments to a terrorism law will strengthen the grip of the government, just days after it appeared to loosen up by lifting a state of emergency.","['Politics and Government', 'Defense and Military Forces', 'Human Rights and Human Rights Violations']"
Biden Promised to Fix Home Care for Seniors. Much More Help May Be Needed.,2021-11-01,article,https://www.nytimes.com/2021/11/01/health/home-health-aides-health-care.html,The latest Democratic proposal would funnel $150 billion toward subsidized home and community-based care. Experts worry that may not be enough to ease the severe shortage of workers.,"['Home Health Care', 'Wages and Salaries', 'Nursing Homes', 'Health Insurance and Managed Care', 'Elderly', 'Medicaid', 'United States Politics and Government', 'your-feed-healthcare']"
Biden calls for tougher action on emissions and promises job gains worldwide.,2021-11-01,article,https://www.nytimes.com/2021/11/01/world/biden-emissions-cop26-glasgow.html,"“We have only a brief window” to avoid the most disastrous effects of global warming, President Biden warned at the United Nations climate summit.","['United Nations Framework Convention on Climate Change', 'Global Warming']"
"Amid Climate Talks, an Actor’s Call to Action Unfolds Onstage",2021-11-01,article,https://www.nytimes.com/2021/11/01/theater/climate-crisis-theater-cop26.html,A filmed version of Fehinti Balogun’s play about his awakening to climate issues is being shown at the COP26 summit. He is among the theater artists trying to make a difference through their work.,"['Theater', 'Global Warming', 'United Nations Framework Convention on Climate Change']"
India Walton Beat Byron Brown in Buffalo. He’s Back With a Rubber Stamp.,2021-11-01,article,https://www.nytimes.com/2021/11/01/nyregion/india-walton-byron-brown-buffalo-mayor.html,"A victory in the Buffalo mayor’s race on Tuesday by Ms. Walton would make history on several fronts. The incumbent mayor, Mr. Brown, has mounted a write-in campaign against her.","['Elections, Mayors', 'Primaries and Caucuses', 'Politics and Government', 'Debates (Political)']"
Quenching San Diego’s Thirst With Seawater,2021-11-01,multimedia,https://www.nytimes.com/interactive/2021/11/01/us/drought-sandiego-carlsbad-desalination.html,A tour through the $1 billion facility that generates 50 million gallons of fresh drinking water a day.,"['Desalination', 'Drought', 'Water']"
"Live at La Grenouille: Caviar, Crystal and the Owner’s Flashy Crooning",2021-11-01,article,https://www.nytimes.com/2021/11/01/dining/la-grenouille-nyc.html,"This once-tranquil Midtown shrine of formal French dining has a new feel, as Philippe Masson prowls the floor (and tabletops) in a vigorous jazz act.","['Restaurants', 'Music', 'Jazz']"
Are Too Many Older Adults Told They Have Kidney Disease?,2021-11-01,article,https://www.nytimes.com/2021/11/01/well/live/chronic-kidney-disease-failure.html,Many men and women with “failing kidneys” may not have anything more than a normal age-related decline in kidney function.,"['Kidneys', 'Age, Chronological', 'Elderly', 'Doctors']"
