headline,date,doc_type,material_type,snippet,keywords
‘Allen v. Farrow’ Episode 2 Recap: A Family Torn Apart,2021-03-01,article,https://www.nytimes.com/2021/02/28/arts/television/allen-v-farrow-episode-2-recap.html,"Seven months after the shocking discovery of Woody Allen’s relationship with Soon-Yi Previn, he was accused of sexually abusing Dylan Farrow.","['Documentary Films and Programs', 'Television', 'Sex Crimes', 'Archives and Records']"
Chloé Zhao becomes the first Asian woman to win the Golden Globe for best director.,2021-03-01,article,https://www.nytimes.com/2021/02/28/movies/chloe-zhao-asian-director.html,Zhao also became the first woman to be named best director since Barbra Streisand won for “Yentl” almost 40 years ago.,"['Movies', 'Golden Globes (Awards)', 'Asian-Americans', 'Women and Girls']"
Transcript: Jane Fonda calls for diversity in Golden Globe nominees and voters.,2021-03-01,article,https://www.nytimes.com/2021/02/28/movies/jane-fonda-golden-globes.html,The winner of the Cecil B. DeMille Award for lifetime achievement cited “I May Destroy You” and other productions that “deepened my empathy for what being Black has meant.”,"['Movies', 'Golden Globes (Awards)']"
Chadwick Boseman wins a best actor Golden Globe and his widow accepts in an emotional speech.,2021-03-01,article,https://www.nytimes.com/2021/02/28/movies/chadwick-boseman-golden-globes.html,"It was the final role — and first win — for the late star of “Ma Rainey’s Black Bottom,” who died in August from colon cancer at age 43.","['Black People', 'Blacks', 'Actors and Actresses', 'Movies', 'Golden Globes (Awards)']"
"At This Year’s Golden Globes, You Had to (Not) Be There",2021-03-01,article,https://www.nytimes.com/2021/02/28/arts/television/review-golden-globes.html,"Beset by onscreen and offscreen problems, this year’s show was not the same boozy escape.","['Television', 'Golden Globes (Awards)']"
Trump Revives Familiar Falsehoods in CPAC Speech,2021-03-01,article,https://www.nytimes.com/2021/02/28/us/politics/trump-cpac-fact-check.html,The former president attacked his successor and continued to claim that he won the 2020 election.,"['United States Politics and Government', 'Rumors and Misinformation']"
"How One Sports Season Fell Apart, Even in a Bubble",2021-03-01,article,https://www.nytimes.com/2021/03/01/sports/hockey/how-the-nwhl-bubble-fell-apart.html,"Players in the National Women’s Hockey League left Lake Placid, N.Y., wishing there had been better communication as positive tests increased.","['Hockey, Ice']"
C. Vivian Stringer Is the Thread Between the W.N.B.A.’s Emerging Stars,2021-03-01,article,https://www.nytimes.com/2021/03/01/sports/basketball/c-vivian-stringer-rutgers.html,The Liberty’s Betnijah Laney and Erica Wheeler of the Los Angeles Sparks are coming into their own after winding paths with a key intersection: Stringer’s coaching at Rutgers.,"['Coaches and Managers', 'Basketball (College)', 'Basketball']"
Behind the Lines of Britain’s Covid War,2021-03-01,multimedia,https://www.nytimes.com/interactive/2021/03/01/world/europe/uk-covid-pandemic.html,"The government has laid out plans for gradual reopening. But in cramped intensive care wards, teeming with patients and doctors near despair, the battle is unrelenting.","['Coronavirus Reopenings', 'Coronavirus (2019-nCoV)', 'Funerals and Memorials', 'Morgues and Mortuaries', 'Disease Rates', 'Deaths (Fatalities)', 'Hospitals']"
What’s on TV This Week: ‘Soul of a Nation’ and ‘Ghostbusters’,2021-03-01,article,https://www.nytimes.com/2021/03/01/arts/television/whats-on-tv-this-week.html,A newsmagazine featuring a look at Black life in America premieres on ABC. And the “Back to the Future” trilogy airs on AMC.,['Television']
Word of the Day: abate,2021-03-01,article,https://www.nytimes.com/2021/03/01/learning/word-of-the-day-abate.html,This word has appeared in 72 articles on NYTimes.com in the past year.,[]
Ron Johnson Says He Still Has Many Unanswered Questions,2021-03-01,article,https://www.nytimes.com/2021/03/01/us/politics/ron-johnson-capitol-riot.html,"The Republican senator from Wisconsin is known for regularly promoting fringe theories favored by the right, most recently questioning the fact that pro-Trump rioters attacked the Capitol.","['Storming of the US Capitol (Jan, 2021)', 'Antifa Movement (US)', 'Elections, Senate', 'United States Politics and Government', 'Fringe Groups and Movements', 'Right-Wing Extremism and Alt-Right']"
Thousands of Farmworkers Are Prioritized for the Coronavirus Vaccine,2021-03-01,article,https://www.nytimes.com/2021/03/01/us/coronavirus-vaccine-farmworkers-california.html,"A landmark initiative in California is taking vaccines to the fields, targeting an immigrant work force that is at high risk for Covid-19. Many of the workers are undocumented.","['Vaccination and Immunization', 'Migrant Labor (Agriculture)', 'Coronavirus (2019-nCoV)']"
How Pro-Trump Forces Pushed a Lie About Antifa at the Capitol Riot,2021-03-01,article,https://www.nytimes.com/2021/03/01/us/politics/antifa-conspiracy-capitol-riot.html,"On social media, on cable networks and even in the halls of Congress, supporters of Donald J. Trump tried to rewrite history in real time, pushing the fiction that left-wing agitators were to blame for the violence on Jan. 6.","['Antifa Movement (US)', 'Storming of the US Capitol (Jan, 2021)', 'Demonstrations, Protests and Riots', 'Capitol Building (Washington, DC)', 'United States Politics and Government', 'News and News Media', 'Right-Wing Extremism and Alt-Right']"
Cuomo Under Fire Over Sexual Harassment Allegations,2021-03-01,article,https://www.nytimes.com/2021/03/01/nyregion/cuomo-sexual-harassment.html,The governor acknowledged that “some of the things I have said have been misinterpreted as an unwanted flirtation.”,"['Libraries and Librarians', 'Elections, Governors', 'Sexual Harassment', 'Women and Girls']"
The Best and Worst of the Golden Globes,2021-03-01,article,https://www.nytimes.com/2021/03/01/movies/best-worst-golden-globes.html,"Amid deeply moving moments (like the speech by Chadwick Boseman’s widow), there were technical difficulties and the strange sight of long-distance hosts pretending to be on the same stage.","['Quarantine (Life and Culture)', 'Movies', 'Actors and Actresses', 'Golden Globes (Awards)', 'Television', 'Race and Ethnicity']"
How Should Parents Support a Student Who Has Fallen Behind in School?,2021-03-01,article,https://www.nytimes.com/2021/03/01/learning/how-should-parents-support-a-student-who-has-fallen-behind-in-school.html,What advice would you give to a peer who is struggling with schoolwork and feeling like catching up is impossible?,[]
If Government Did Its Job We Might Not Need GoFundMe,2021-03-01,article,https://www.nytimes.com/2021/03/01/opinion/sway-kara-swisher-tim-cadogan.html,"The crowdfunding platform helps people pay their rent and medical bills. Its chief executive, Tim Cadogan, says it was never meant to be a social safety net.","['Crowdfunding (Internet)', 'Stimulus (Economic)', 'Coronavirus (2019-nCoV)']"
So You Saved a Little Money This Past Year. Now What?,2021-03-01,article,https://www.nytimes.com/2021/03/01/style/money-advice-pandemic-savings.html,"If you’ve been fortunate enough to put away some cash, here are a few ideas on what to do with it.","['Content Type: Service', 'Banking and Financial Institutions', 'Quarantine (Life and Culture)', 'Personal Finances']"
Diagnosing Autism in the Pandemic,2021-03-01,article,https://www.nytimes.com/2021/03/01/well/family/diagnosing-autism-in-the-pandemic.html,Autism spectrum disorder is often suspected when young children stand out as being different from their peers. That can be much harder in this isolated time.,"['Children and Childhood', 'Autism', 'Quarantine (Life and Culture)', 'Telemedicine', 'Anxiety and Stress', 'Parenting', 'Families and Family Life']"
Why I Overcame My Vaccine Hesitancy,2021-03-01,article,https://www.nytimes.com/2021/03/01/well/live/vaccine-hesitancy.html,"The more people who become immune to the virus, the less this scourge will be able to mutate and evade the vaccines already available.","['Coronavirus (2019-nCoV)', 'Vaccination and Immunization']"
She Was Seen as a Victim in the Sarah Lawrence Cult Case. Now She’s Charged.,2021-03-01,article,https://www.nytimes.com/2021/03/01/nyregion/lawrence-ray-sarah-lawrence-cult.html,"Isabella Pollok was one of the students at Sarah Lawrence College who prosecutors said was exploited by a classmate’s father, Lawrence V. Ray. Now she is under indictment, too.","['Women and Girls', 'Human Trafficking', 'Psychology and Psychologists', 'Sex Crimes', 'Religious Cults']"
Biden Seeks Help on Border From Mexican President,2021-03-01,article,https://www.nytimes.com/2021/03/01/us/politics/biden-amlo-mexico.html,"As the president looks to undo his predecessor’s immigration policies, he is hoping for cooperation from a Mexican counterpart who was a contributor to them.","['United States Politics and Government', 'United States International Relations', 'Immigration and Emigration', 'Illegal Immigration']"
"Warren Revives Wealth Tax, Citing Pandemic Inequalities",2021-03-01,article,https://www.nytimes.com/2021/03/01/business/elizabeth-warren-wealth-tax.html,"A tax on the net worth of America’s wealthiest individuals remains popular with voters, but has yet to be embraced by President Biden.","['Taxation', 'High Net Worth Individuals', 'United States Economy', 'United States Politics and Government', 'Federal Taxes (US)', 'Coronavirus (2019-nCoV)', 'Law and Legislation']"
A Texas Couple Try a Rent-to-Own Apartment on the Lower East Side,2021-03-01,article,https://www.nytimes.com/2021/03/01/realestate/renters-lower-east-side.html,Most apartments are either for sale or for rent. The one they chose was both.,"['Renting and Leasing (Real Estate)', 'Real Estate and Housing (Residential)', 'Quarantine (Life and Culture)']"
China Charges Ahead With a National Digital Currency,2021-03-01,article,https://www.nytimes.com/2021/03/01/technology/china-national-digital-currency.html,"The electronic Chinese yuan is now being tested in cities such as Shenzhen, Shanghai and Beijing. No other major power is as far along with a homegrown digital currency.","['Virtual Currency', 'Renminbi (Currency)', 'Politics and Government', 'Bitcoin (Currency)', 'Banking and Financial Institutions', 'Currency', 'Mobile Commerce and Payments', 'Mobile Applications', 'Innovation', 'Computers and the Internet']"
Sexual Harassment Claims Against Cuomo: What We Know So Far,2021-03-01,article,https://www.nytimes.com/article/cuomo-sexual-harassment-nursing-homes-covid-19.html,"Multiple women have accused Gov. Andrew Cuomo of sexual harassment or inappropriate behavior, prompting calls for his resignation.","['Politics and Government', 'Sexual Harassment', 'Nursing Homes', 'Coronavirus (2019-nCoV)', 'Special Prosecutors (Independent Counsel)']"
"Cuomo in Crisis, Republicans Emerging: Updates From New York’s Mayoral Race",2021-03-01,article,https://www.nytimes.com/2021/03/01/nyregion/mayor-race-nyc-takeaways.html,"Several major candidates called for an investigation into Gov. Andrew M. Cuomo, as two Republicans vied for key endorsements.","['Elections, Mayors', 'Primaries and Caucuses', 'Sexual Harassment', 'Endorsements', 'Coronavirus Reopenings']"
Surf’s Up. The Temperature Isn’t.,2021-03-01,article,https://www.nytimes.com/2021/03/01/travel/winter-lake-surfers-canada.html,Growing numbers of surfers are taking to the Great Lakes — even when the weather is well below freezing.,"['Surfing', 'Lakes', 'Snow and Snowstorms', 'Travel and Vacations']"
Trump 2.0 Looks an Awful Lot Like Trump 2020,2021-03-01,article,https://www.nytimes.com/2021/03/01/opinion/trump-cpac.html,Are we really going to do this again?,"['United States Politics and Government', 'Presidential Election of 2024', 'Third-Party Politics (US)', 'United States Economy', 'Coronavirus Reopenings', 'Conservatism (US Politics)', 'Education (K-12)', 'Stimulus (Economic)']"
Thousands of farmworkers are prioritized for vaccinations.,2021-03-01,article,https://www.nytimes.com/2021/03/01/world/thousands-of-farmworkers-are-prioritized-for-vaccinations.html,,['internal-essential']
"In a packed intensive care unit, here’s a glimpse behind the lines of Britain’s Covid war.",2021-03-01,article,https://www.nytimes.com/2021/03/01/world/in-a-packed-intensive-care-unit-heres-a-glimpse-behind-the-lines-of-britains-covid-war.html,,['internal-essential']
March Vocabulary Challenge,2021-03-01,article,https://www.nytimes.com/2021/03/01/learning/march-vocabulary-challenge.html,How many of our recent Words of the Day can you use correctly in a 50-word story? Send us yours by March 25.,[]
Texas After the Storm,2021-03-01,article,https://www.nytimes.com/2021/03/01/podcasts/the-daily/texas-winter-storm-blackouts-electricity.html,"Even as the cold has lifted and the ice has melted, the true depth of the devastation remains hidden. We look at the aftermath of the storm through the eyes of three women.","['Coronavirus (2019-nCoV)', 'Power Failures and Blackouts', 'Electric Light and Power']"
The $1.9 Trillion Question in the Senate,2021-03-01,article,https://www.nytimes.com/2021/03/01/briefing/iran-talks-andrew-cuomo-golden-globes-winners.html,And what else you need to know today.,[]
Why Is China Still Going After Hong Kong So Hard?,2021-03-01,article,https://www.nytimes.com/2021/03/01/opinion/hong-kong-security-law.html,President Xi Jinping may be putting personal ambition ahead of his country’s best interests.,['Secession and Independence Movements']
"The Philippines begins its inoculation campaign, but public distrust runs deep.",2021-03-01,article,https://www.nytimes.com/2021/03/01/world/the-philippines-begins-its-inoculation-campaign-but-public-distrust-runs-deep.html,,['internal-essential']
Meteor Streaks Like a Firework Across U.K. Night Sky,2021-03-01,article,https://www.nytimes.com/2021/03/01/world/europe/meteor-uk.html,Those who looked up just before 10 p.m. on Sunday were treated to the sight of a fireball meteor.,"['Meteors and Meteorites', 'Space and Astronomy']"
Hundreds in Rare Hong Kong Protest as Opposition Figures Are Charged,2021-03-01,article,https://www.nytimes.com/2021/03/01/world/asia/hong-kong-protest.html,A Chinese official has called for severe punishment of opposition figures facing charges under a new national security law.,"['Hong Kong Protests (2019)', 'Politics and Government']"
Welcome to Heidelberg. Please leave your car at the gates.,2021-03-01,article,https://www.nytimes.com/2021/03/01/business/welcome-to-heidelberg-please-leave-your-car-at-the-gates.html,,[]
Massachusetts is one of the first states to create rules around facial recognition in criminal investigations.,2021-03-01,article,https://www.nytimes.com/2021/03/01/business/massachusetts-is-one-of-the-first-states-to-create-rules-around-facial-recognition-in-criminal-investigations.html,,[]
What Warren Buffett Is Buying,2021-03-01,article,https://www.nytimes.com/2021/03/01/business/dealbook/warren-buffett-berkshire.html,The Oracle of Omaha isn’t taking as many risks as he used to.,"['Mergers, Acquisitions and Divestitures', 'Private Equity']"
U.K. officials search for a person who tested positive for a concerning variant.,2021-03-01,article,https://www.nytimes.com/2021/03/01/world/uk-officials-search-for-a-person-who-tested-positive-for-a-concerning-variant.html,,['internal-essential']
Lesson of the Day: ‘The C.D.C. Has New School Guidelines. Here’s What You Need to Know.’,2021-03-01,article,https://www.nytimes.com/2021/03/01/learning/lesson-of-the-day-the-cdc-has-new-school-guidelines-heres-what-you-need-to-know.html,"In this lesson, students will learn what the guidelines from the Centers for Disease Control and Prevention mean for the nation’s schools and their own. Then, they will be invited to hold a classroom debate on school reopenings.",[]
Police Raid F.C. Barcelona and Detain Four People,2021-03-01,article,https://www.nytimes.com/2021/03/01/sports/soccer/barcelona-barcagate-bartomeu.html,"The authorities have been investigating the club’s relationship with a company that produced disparaging content about Lionel Messi, Gerard Piqué and other star players.","['Soccer', 'Social Media', 'Libel and Slander']"
United Adds to Its Orders for Boeing 737 Max Planes,2021-03-01,article,https://www.nytimes.com/2021/03/01/business/united-airlines-boeing-737-max.html,"The airline is also speeding up deliveries of the planes in a show of confidence in the jet, which was recently allowed to fly again after major updates.","['AIRLINES AND AIRPLANES', 'Coronavirus (2019-nCoV)', 'Boeing 737 Max Groundings and Safety Concerns (2019)']"
Smudging the Line Between Art and Activism,2021-03-01,article,https://www.nytimes.com/2021/03/01/t-magazine/art-activism-advocacy.html,Do artists have a duty to directly confront the injustices and inequalities around them?,"['Art', 'Photography']"
"LaToya Ruby Frazier, American Witness",2021-03-01,article,https://www.nytimes.com/2021/03/01/t-magazine/latoya-ruby-frazier-photography.html,"A marriage of art and activism, the artist’s searing photographs reveal the human toll of economic injustice.","['Black People', 'Blacks', 'Families and Family Life', 'Content Type: Personal Profile', 'Photography', 'Race and Ethnicity', 'Labor and Jobs']"
"Hello, Golden Globes Red Carpet — We Missed You",2021-03-01,article,https://www.nytimes.com/2021/03/01/style/golden-globes-red-carpet-fashion.html,"OK, it was mostly virtual. But watching stars dress up again was actually a whole lot of fun.","['Quarantine (Life and Culture)', 'Fashion and Apparel', 'Golden Globes (Awards)', 'Actors and Actresses', 'your-feed-fashion']"
"Amid turmoil over elections, rising cases in Somalia fuel talk of a new lockdown.",2021-03-01,article,https://www.nytimes.com/2021/03/01/world/africa/amid-turmoil-over-elections-rising-cases-in-somalia-fuel-talk-of-a-new-lockdown.html,,[]
Ex-President Sarkozy Gets Jail Sentence for Corruption in France,2021-03-01,article,https://www.nytimes.com/2021/03/01/world/europe/france-sarkozy-trial-guilty.html,"Nicolas Sarkozy was accused of trying to obtain confidential information from a judge by offering to help him land a job. He received a sentence of at least one year, but said he would appeal.","['Politics and Government', 'Decisions and Verdicts', 'Bribery and Kickbacks', 'Courts and the Judiciary']"
‘Your Personality Deforms’: Navalny Sent to Notoriously Harsh Prison,2021-03-01,article,https://www.nytimes.com/2021/03/01/world/europe/navalny-prison-russia.html,"Convicts in the isolation unit at Penal Colony No. 2 are forced to stand for hours with their hands clasped behind their backs, forbidden to make eye contact with the guards.","['Political Prisoners', 'Human Rights and Human Rights Violations', 'Embargoes and Sanctions', 'Prisons and Prisoners', 'Poisoning and Poisons']"
"Dissatisfied with remote learning, some parents start to mobilize.",2021-03-01,article,https://www.nytimes.com/2021/03/01/world/dissatisfied-with-remote-learning-some-parents-start-to-mobilize.html,,['internal-essential']
"Prince Philip Is Moved to 2nd Hospital, Raising Concerns About His Health",2021-03-01,article,https://www.nytimes.com/2021/03/01/world/europe/prince-philip-moved-hospital-heart-condition.html,Buckingham Palace says the husband of Queen Elizabeth is being treated for an infection and tested for a pre-existing heart condition.,['Hospitals']
What to Know About California’s Covid-19 Relief,2021-03-01,article,https://www.nytimes.com/2021/03/01/us/california-covid-19-relief.html,Monday: Information about who’s eligible for state pandemic aid and how to get it. Also: The Golden Globes.,['Coronavirus (2019-nCoV)']
Spring’s Relaxed New Look,2021-03-01,article,https://www.nytimes.com/2021/03/01/t-magazine/spring-mens-fashion.html,"This season, classic suiting, casual knits and sportswear converge to create a fresh, unfussy approach to dressing.",['Fashion and Apparel']
What You Get for $2.7 Million in California,2021-03-01,multimedia,https://www.nytimes.com/slideshow/2021/03/01/realestate/what-you-get-for-2-7-million-in-california.html,"A Cape Cod-style home in Los Angeles, a four-bedroom house in Sonoma and a contemporary Craftsman in Santa Barbara.",['Real Estate and Housing (Residential)']
$2.7 Million Homes in California,2021-03-01,article,https://www.nytimes.com/2021/03/01/realestate/2-million-dollar-homes-in-california.html,"A Cape Cod-style home in Los Angeles, a four-bedroom house in Sonoma and a contemporary Craftsman in Santa Barbara.",['Real Estate and Housing (Residential)']
Trump’s speech at CPAC was full of falsehoods and exaggerations. Here’s a fact check.,2021-03-01,article,https://www.nytimes.com/2021/03/01/us/politics/trumps-speech-at-cpac-was-full-of-falsehoods-and-exaggerations-heres-a-fact-check.html,,[]
Scruffy no more: Germany’s hair salons rush to throw open their doors again.,2021-03-01,article,https://www.nytimes.com/2021/03/01/world/scruffy-no-more-germanys-hair-salons-rush-to-throw-open-their-doors-again.html,,['internal-essential']
Photos From Myanmar: A Street-Level View of Coup Protests,2021-03-01,article,https://www.nytimes.com/2021/03/01/world/asia/myanmar-protests-photos.html,"As a civil disobedience movement entered its second month, the military rulers added charges against Daw Aung San Suu Kyi.","[""Coups D'Etat and Attempted Coups D'Etat"", 'Demonstrations, Protests and Riots']"
Trump supporters are still pushing false claims that antifa was behind the Capitol riot.,2021-03-01,article,https://www.nytimes.com/2021/03/01/us/politics/trump-supporters-are-still-pushing-false-claims-that-antifa-was-behind-the-capitol-riot.html,,[]
Stop and Make This Rice Pudding,2021-03-01,article,https://www.nytimes.com/2021/03/01/dining/stop-and-make-this-rice-pudding.html,"Warm and smoky with spices, this take, from Sara Mardanbigi and Edgar Rico of Nixta Taqueria, is worth making — and soon.","['Content Type: Service', 'Quarantine (Life and Culture)']"
New Thrillers That Glitter With Malice,2021-03-01,article,https://www.nytimes.com/2021/03/01/books/review/crime-fiction.html,Tired of winter? All three of these novels are guaranteed to give you a different kind of chill.,['Books and Literature']
How Can Biden Bring Back Manufacturing Jobs? Weaken the Dollar,2021-03-01,article,https://www.nytimes.com/2021/03/01/business/economy/biden-currency-trade.html,Critics of a strong currency say it hurts American factory workers by making imports cheap.,"['United States Economy', 'Currency', 'International Trade and World Market', 'US Dollar (Currency)', 'Labor and Jobs', 'Customs (Tariff)', 'Renminbi (Currency)', 'Factories and Manufacturing', 'United States Politics and Government']"
How Much Do You Know About Dominica?,2021-03-01,multimedia,https://www.nytimes.com/interactive/2021/03/01/learning/Dominica-Geography-Quiz.html,"Can you find Dominica on a map? What else do you know about this Caribbean island nation with about 72,000 people?",[]
Biden expresses solidarity with Alabama workers attempting to unionize an Amazon warehouse.,2021-03-01,article,https://www.nytimes.com/2021/03/01/us/politics/amazon-biden-alabama.html,"Around 6,000 workers at an Amazon warehouse in Bessemer, a former steel town outside of Birmingham, are voting over the next week on whether they want to be represented by a union.",['Organized Labor']
"Why an Animated Flying Cat With a Pop-Tart Body Sold for Almost $600,000",2021-03-01,audiocontainer,https://www.nytimes.com/2021/03/01/why-an-animated-flying-cat-with-a-pop-tart-body-sold-for-almost-600000.html,"A fast-growing market for digital art, ephemera and media is marrying the world’s taste for collectibles with cutting-edge technology.",[]
Why Trump Holds a Grip on the G.O.P.,2021-03-01,article,https://www.nytimes.com/2021/03/01/opinion/donald-trump-republican-party.html,Republicans still embrace the power of the ex-president’s agenda to galvanize voters and drive turnout.,"['United States Politics and Government', 'Conservatism (US Politics)', 'Presidential Election of 2024']"
Golden Globes 2021: Where to Stream the Winners,2021-03-01,article,https://www.nytimes.com/2021/03/01/movies/golden-globe-winners-streaming.html,Nearly all of the big winners from the evening are available to stream. Here’s a look at where to find them and what The Times first had to say about them.,"['Movies', 'Golden Globes (Awards)', 'Television']"
Lightning Strikes Twice: Another Lost Jacob Lawrence Surfaces,2021-03-01,article,https://www.nytimes.com/2021/03/01/arts/design/jacob-lawrence-painting-resurfaces.html,"Its owner, a nurse living on the Upper West Side, flagged a worker at the Metropolitan Museum’s information desk. “Listen, nobody calls me back. I have this painting. Who do I need to talk to?”","['Art', 'Black People', 'Blacks', 'Restoration and Renovation']"
Major Evangelical Adoption Agency Will Now Serve Gay Parents Nationwide,2021-03-01,article,https://www.nytimes.com/2021/03/01/us/bethany-adoption-agency-lgbtq.html,The decision comes as more cities and states require organizations to accept applications from L.G.B.T.Q. couples or risk losing government contracts.,"['Adoptions', 'Christians and Christianity', 'Homosexuality and Bisexuality']"
"The Capitol Police union endorses recommendations for adding officers, fencing and an urgent response force.",2021-03-01,article,https://www.nytimes.com/2021/03/01/us/politics/capitol-police-union-security.html,Retired Lt. Gen. Russel L. Honoré is recommending an array of security enhancements in response to the Jan. 6 assault at the Capitol.,"['Storming of the US Capitol (Jan, 2021)']"
"Durbin, New Judiciary Chair, Warns Republicans on Blocking Judges",2021-03-01,article,https://www.nytimes.com/2021/03/01/us/politics/durbin-senate-judiciary-garland.html,"Senator Richard J. Durbin of Illinois, the No. 2 Senate Democrat, discussed how he would push through President Biden’s judicial nominees, tackle immigration and address domestic terrorism.","['Content Type: Personal Profile', 'Courts and the Judiciary', 'Federal Courts (US)', 'Legal Profession', 'Appointments and Executive Changes', 'United States Politics and Government', 'Immigration and Emigration', 'Citizenship and Naturalization', 'Dream Act (Development, Relief and Education for Minors Act)', 'Race and Ethnicity', 'Terrorism', 'Right-Wing Extremism and Alt-Right', 'Storming of the US Capitol (Jan, 2021)']"
Chip in My Brain,2021-03-01,audiocontainer,https://www.nytimes.com/2021/03/01/chip-in-my-brain.html,"A boy who can’t dribble gets a coach, a new best friend, and something to believe in. ",[]
Virus Did Not Bring Financial Rout That Many States Feared,2021-03-01,article,https://www.nytimes.com/2021/03/01/business/covid-state-tax-revenue.html,"Grim forecasts held up for a few states, but many took in about as much tax revenue as before the pandemic — sometimes a lot more.","['States (US)', 'Coronavirus (2019-nCoV)', 'Taxation', 'Stimulus (Economic)', 'Income Tax', 'Sales and Excise Taxes', 'United States Politics and Government', 'Layoffs and Job Reductions', 'Federal Aid (US)', 'Unemployment Insurance', 'Budgets and Budgeting', 'Recession and Depression', 'Coronavirus Aid, Relief, and Economic Security Act (2020)']"
